address,first_seen_block,name,symbol,decimals,total_supply,is_erc721,is_erc1155,detected_type,last_updated_unix,first_seen_txhash,interface_conflict,has_url,found_in,extracted_urls,token_id,token_uri,meta_name,meta_description,meta_image,error
0x262ed012b0f8e6a7bdd20e0edb31e506ab295ca5,98631101,星溯NFT,星溯NFT,,,1.0,0.0,ERC721,1780807324,0x063005ab38f42ee0b19923fe80af136f61e80f9eecc7d256285baae32cdf3f59,False,False,,,,,,,,"No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: 0x', '0x')"
0x2a23912fbb5024f74b05e18ec9438ec0bb619e1e,98620694,GQv11,GQv11,,1000000000000000000000000,,,ERC721,1780801488,0xfd95b8dee0f5c8baedc8dbaaa91ad98f1396940a60a3c8b8289e65b70a9c28d0,False,False,,,,,,,,"No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: 0x', '0x')"
0xe6eeae916a8ccb8b03078ae46287170e4cfc5aee,98612937,GQv1,GQv1,,1000000000000000000000000000000000000000000,,,ERC721,1780797369,0xabee90d28bb3687b660e0abfec198f0eda5686d8a3e4745341785cd4a81d07de,False,False,,,,,,,,"No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: 0x', '0x')"
0x4ecf304e5b76fc4de385174a7a6034130b20b472,98607845,SignalVault Provider,SVP,,,1.0,0.0,ERC721,1780794734,0x48b218d9f9bdcb275ce2cc67ba1ac817fbc046fd1edc81e1fb1923f5b8bf74db,False,False,,,,,,,,"No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: 0x', '0x')"
0xf53078c893c91f61e16d7901a8b15fa19e879778,98607090,TMM,TMM,,1497,1.0,0.0,ERC721,1780794310,0x9ede341d74933bf92b45cfb2c0465587b284130fa7811c02677493d54dae3398,False,False,,,1,1,,,,Invalid URI: unsupported scheme in '1'
0x70e11dfce3e45112cd9db680687cfd5a5a586747,98598849,Noah NFT,NoahNFT,,2594,1.0,0.0,ERC721,1780788645,0x0abf67e340d2ce3a11dd0b5059bc573c1225682f0ab9dd736cb4bd80ad9c7f4c,False,False,,,1,https://www.bon.quest/adc/noah/nft/info/1,,,,"[http] Network Error: HTTPSConnectionPool(host='www.bon.quest', port=443): Max retries exceeded with url: /adc/noah/nft/info/1 (Caused by NameResolutionError(""HTTPSConnection(host='www.bon.quest', port=443): Failed to resolve 'www.bon.quest' ([Errno -2] Name or service not known)""))"
0xc1fb1c69ee8f4c164f4b87c4a714292976e34b3a,98576492,TM,TM,,2485,1.0,0.0,ERC721,1780774955,0x171605c76012b45023e7782cbdedaffe10df698a0ce3e403baa1fac79dbe8fb6,False,False,,,1,https://www.tengman.cc/nft.jpg1.json,,,,[http] Network Error: 404 Client Error: Not Found for url: https://www.tengman.cc/nft.jpg1.json
0x413e0040fe9bec9abb011910d2fa9dac5ca6ce21,98570721,TaiJi NFT,TaiJi,,3,1.0,0.0,ERC721,1780771780,0xc140b8cde90c5071a5a1c4c4f4da101178c87d3c090ad2dbe51243ac89e512f4,False,False,,,,,,,,"No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: 0x', '0x')"
0x3524822eb050262aace90b874c465afab50928bc,98563196,evmnet,evmnet,,2,1.0,0.0,ERC721,1780767589,0x603b3c894c26f3b138de19603be4a200eb4a243ed6068bf5a6a8143fb6d5b21c,False,False,,,1,https://pay.ryzen-pay.com/nfts/019dd8b1-2068-72f4-87dd-715f52d35852/041f9dc8-b9ea-49a6-9cf6-bad48e0a5b89.json,,,,[http] Network Error: 404 Client Error: Not Found for url: https://pay.ryzen-pay.com/nfts/019dd8b1-2068-72f4-87dd-715f52d35852/041f9dc8-b9ea-49a6-9cf6-bad48e0a5b89.json
0x65b86d15e684e283ca2413edbc46209549fac1d5,98549014,HashNetwork Boost,HASHBOOST,,9,1.0,0.0,ERC721,1780759137,0x1776a4e23e2b897c67fb689af3117730f27459a5a4b85701d67b9a85e354abd9,False,False,,,,,,,,"No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: 0x', '0x')"
0xeaf9d930d9f7b6ce27ca37d08be5c517ec4291a4,98546971,,,,,,,ERC1155,1780757869,0x0e2b1f5ad167e351afee34cac79bd729704b9af40b2e596b51022053d2cc14c0,False,False,,,,,,,,"No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: 0x', '0x')"
0xbe773b553904af0c58c6aa83fa26f36263bc8331,98540163,,,,,,,ERC1155,1780753874,0x03f2c76f421ce9ec17360b7b70020c8d7459b777f0dffab6b68d60ea4f87401b,False,False,,,,,,,,"No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: 0x', '0x')"
0xb0b378426976cc680c83a7eb40ad5d1fae1c5fb0,98521324,deBridge Special Points Key,DSPK,,,0.0,1.0,ERC1155,1780741737,0xaaa254165270cae02fa8e889fed0a072e2157965f24e2696afd1488a90c1f7ce,False,False,,,1,https://www.okx.com/priapi/v1/nft/metadata/56/0xb0b378426976cc680c83a7eb40ad5d1fae1c5fb0/0x0000000000000000000000000000000000000000000000000000000000000001,,,,"[http] Server returned an empty body (HTTP 200, from https://www.okx.com/priapi/v1/nft/metadata/56/0xb0b378426976cc680c83a7eb40ad5d1fae1c5fb0/0x0000000000000000000000000000000000000000000000000000000000000001)"
0x905abd7b2bc3ac6fd32c0ded74e11f461d3fad63,98499689,Legacy,LGC,,,1.0,0.0,ERC721,1780732385,0x52953fdd6e3262697fc94d86a5c02f0dff9b251965c93c35cc81092f5d88e316,False,False,,,,,,,,"No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: 0x', '0x')"
0x052501621126a5561574c3963932c4e1f006761a,98494071,FLAP f NFT,FLAPF,,,1.0,0.0,ERC721,1780729935,0x166ef44f78503ebdee7e6527bc72634323af50e8e8e387f50408cdbe486a887a,False,False,,,,,,,,"No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: 0x', '0x')"
0xbe8bf3db13fb736756dcf5bf55d5ba61d479d55f,98476676,TM,TM,,121,1.0,0.0,ERC721,1780722667,0x1778402c6e3399d9e5b11d7ec362dcd3ce9f45077acdb6d1a1051fb624734eae,False,False,,,1,https://www.tengman.cc/nft.jpg1.json,,,,[http] Network Error: 404 Client Error: Not Found for url: https://www.tengman.cc/nft.jpg1.json
0x0c85ba702f1b61bb206307ca8f2799c20b2589d9,98467025,Simple NFT,SNFT,,2,,,ERC721,1780717057,0xebe6329637bae6e29850b63900c2323e12cc08799faf6bcd7d97cc8714d82924,False,False,,,,,,,,"No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: 0x', '0x')"
0x5102261c5e93cbedc76a89440e1f1eaf702e8ad2,98466751,Simple NFT,SNFT,,2,,,ERC721,1780716895,0x42eda1ba9d3cfa84f007c4f47c9f86f2e6f711289412dbd7be7d050ac249f881,False,False,,,,,,,,"No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: 0x', '0x')"
0x7a00df818bfbb037e0445addc63945732e2a73d5,98464392,Simple NFT,SNFT,,2,,,ERC721,1780715424,0x23eb6b93711ec793c396919a8f5a5554be1e47b2fc24ab26bf682a626b9a36cd,False,False,,,,,,,,"No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: 0x', '0x')"
0xb3a2109924698276598b17f601a6f97527df9228,98461381,Simple NFT,SNFT,,2,,,ERC721,1780713674,0x131f4a7de6aeb450b48e186ad7837d5654cfe93d20f8b24ba7d07a3a9cd6e776,False,False,,,,,,,,"No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: 0x', '0x')"
0xb25fb6acde1a69d8516260a25ef53db4cbe5dc33,98460454,Genesis NFT,GENESIS,,258,1.0,0.0,ERC721,1780713180,0x78a9db55e7e4d654fcdef650f2233e7a64dfd75e7dde8bfaee13add640eaf87e,False,False,,,1,https://bafybeihr57j75m4ivdeqocuqsc44lqhq7244iyusdmj6o5guyajv6h7dve.ipfs.dweb.link?filename=Genesis.png1,,,,"[http] Network Error: HTTPSConnectionPool(host='bafybeihr57j75m4ivdeqocuqsc44lqhq7244iyusdmj6o5guyajv6h7dve.ipfs.dweb.link', port=443): Read timed out. (read timeout=8)"
0x1530d2868bc8d7c7cc99361cc843c8a14394f960,98453043,7777球社区通证,气球社区通证,,,1.0,0.0,ERC721,1780708162,0x85d970a19ea9e4e91bd7ece89930ddb2be6f9b23daeaab289060927e7b5a396b,False,False,,,,,,,,"No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: 0x', '0x')"
0xacb012783f89bb78336dac444bc1b584cf09dafc,98431691,PGX创世股东NFT,0,,,1.0,0.0,ERC721,1780691752,0xeb87d9f8edac696c9bc387298bf9731076eded19cdeb410270cb5d202277810c,False,False,,,82497882289576354646456735575451144639463799114770368375918103364181403107329,https://www.okx.com/priapi/v1/nft/metadata/56/0xacb012783f89bb78336dac444bc1b584cf09dafc/0xb664258c1263c8005861cd6530f73b8a67c752dd000000000000090000000001,,,,"[http] Server returned an empty body (HTTP 200, from https://www.okx.com/priapi/v1/nft/metadata/56/0xacb012783f89bb78336dac444bc1b584cf09dafc/0xb664258c1263c8005861cd6530f73b8a67c752dd000000000000090000000001)"
0x45d8ac28ff24f03797fe21e7dd4f414470e82198,98430584,GQcoin,GQ,,1000000000000000000000000000000000000000000000,,,ERC721,1780691103,0x785b6811ea489c6b2af72d19bd0c91a2cafa9c52be48bb60ba057cbd158fc98f,False,False,,,,,,,,"No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: 0x', '0x')"
0xe9f917a01981864c686416193dd6b0cff2db6be1,98428128,AIT NFT,AITNFT,,4,1.0,0.0,ERC721,1780689715,0x18dde0bacad5bef7fc3e88c1b8427e21e3b844e0bb20482ec92422ac6bf37fc8,False,False,,,1,ipfs://bafybeid6mgcmalyxevy63k7v6atakwfbhzzj3citvzmqtmir4sbdiqxwdq/level-1/1.json,,,,"[ipfs_gateway] Network Error: HTTPConnectionPool(host='127.0.0.1', port=8080): Read timed out. (read timeout=5) | [ipfs_gateway] Network Error: HTTPSConnectionPool(host='ipfs.io', port=443): Read timed out. (read timeout=5) | [ipfs_gateway] Network Error: HTTPSConnectionPool(host='bafybeid6mgcmalyxevy63k7v6atakwfbhzzj3citvzmqtmir4sbdiqxwdq.ipfs.dweb.link', port=443): Read timed out. (read timeout=5) | [ipfs_gateway] Network Error: HTTPSConnectionPool(host='gateway.pinata.cloud', port=443): Read timed out. (read timeout=5)"
0xee86e73fe81aa8cc1b3d7d1e5cf3d75eb87333f2,98394417,ROBO APES,ROBOAPES,,2,1.0,0.0,ERC721,1780672267,0xd8da6bf7d8480ae4a4ab5d472422fe0a7b493f65bba1a9ce6e49651d1db168bd,False,False,,,1,https://public.nftstatic.com/static/nft/BSC/ROBOAPES/1,,,,[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/ROBOAPES/1
0xdbccc31ad29b6e7d44eb9cd25a16e7052d2fea11,98394151,Axies Infinity NFT: AXS XRP BNB,AXNFT,,1,1.0,0.0,ERC721,1780672152,0xbd559612085b57b57b4ce4f1409cfb697d89f8828a229d239118b72c5e56af57,False,False,,,1,https://public.nftstatic.com/static/nft/BSC/AXNFT/1,,,,[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/AXNFT/1
0xd439ce111b57db16a128ea2de0bbefae167484bb,98393752,Great Ape SC,GASC,,4,1.0,0.0,ERC721,1780671973,0x8df1047b43058027fd64c9196896e65b70b1a5e1e242a9051f570271a9084931,False,False,,,1,https://public.nftstatic.com/static/nft/BSC/GASC/1,,,,[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/GASC/1
0x01f2ac2766972e7d26e7b65bb727ca919776b6be,98393294,FLAP Pixel NFT,FPIX,,,1.0,0.0,ERC721,1780671749,0x819cf17991780558ad44daacb36e8e06c6a8934270516fd16a9646b73d9a1646,False,False,,,,,,,,"No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: 0x', '0x')"
0xbe4c7d6cb69a66bc66a1665c66cb09a4564975fb,98393192,Future USDT-ERC20,FT-anyUSDT,,1,1.0,0.0,ERC721,1780671711,0x5d71a826099f014a5bb711033aff7fe5b541f340b65cd01ada1743128afe7e68,False,False,,,,,,,,"No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: 0x', '0x')"
0x9fc457e79367ffc447705b0f731b585217d13229,98392601,Future BNB,FT-M20,,1,1.0,0.0,ERC721,1780671465,0xb1e09abebdccb5af22ec2a0a9638a215489e39b5380539aad378d4c1e870af0e,False,False,,,,,,,,"No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: 0x', '0x')"
0xe02f41734841d4563d84503d10393c82877967f2,98392422,Alpine Grand Prix NFTs,ALPNFT,,44,1.0,0.0,ERC721,1780671388,0xbae3e6ac3f8fa37e1b3366f4860e10056df88e15ef87451559e4511de1244a4f,False,False,,,1,https://public.nftstatic.com/static/nft/BSC/ALPNFT/1,,,,[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/ALPNFT/1
0x8cab1f80a2d6576e9f2725134f06edaaed9c7a7a,98390426,Binance NFT Mystery Box-SA,BMBSA,,8986,1.0,0.0,ERC721,1780670521,0xd6523674a25b2c2d9025d3f7756de3f7c58ad8aad726f50f49c79382c542ac10,False,False,,,1,https://public.nftstatic.com/static/nft/BSC/BMBSA/1,,,,[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBSA/1
0x8e52db069cf4d7b2532aa1d3a01c7f0f76913a0c,98384217,Future BNB,FT-M20,,2,1.0,0.0,ERC721,1780667842,0x552f592bf4500594c238d6448a78f43dafcb4b58d7a443dbbfc32a63a2454ab2,False,False,,,,,,,,"No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: 0x', '0x')"
0xe337abc386db5f64e0e8e464149349cc250623c5,98383754,Future USDC,FT-anyUSDC,,2,1.0,0.0,ERC721,1780667632,0xf91f466602e97adcbb6e4c9e9a13cce2b014b06598b1065231e1f769b5a8f31e,False,False,,,,,,,,"No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: 0x', '0x')"
0xe833828ca068347380dc7ec9bcb6253910beb6c0,98382527,,,,,,,ERC1155,1780667131,0x27f7ec7e8974de644616a2e9c34618d84e36511bbafd555847a5a569eef3f77e,False,False,,,,,,,,"No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: 0x', '0x')"
0x869c09dca6d9b348aa3dc4412ef924ba213b163e,98373931,Bucket,BCKT,,1,1.0,0.0,ERC721,1780663069,0xe7e8a4b9db7ede04bf5ab6e2a218e35cf6e2a3fa19f9d16169a0660ab1332285,False,False,,,,,,,,"No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: 0x', '0x')"
0xe59366ec6bea739abfbbd9c349873e08678e3731,98363866,Symbio Protocol Series (T),SYM-T,,100,1.0,0.0,ERC721,1780658861,0x11cc55ea50c5484cf7507f8805b209d2728f71c93d82b989600199f4d4fa34e2,False,False,,,1,https://symbio-nft.paulyk83.workers.dev/1.json,,,,[http] Network Error: 404 Client Error: Not Found for url: https://symbio-nft.paulyk83.workers.dev/1.json
0x1557b311cfe7768ef421abd369f531d7cd1eac2e,98363083,Future USDC,FT-anyUSDC,,1,1.0,0.0,ERC721,1780658570,0x1eebd95b7facedafbc9043ab8a96051460cf0678f00162f2d6bfc1c7db9fc931,False,False,,,,,,,,"No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: 0x', '0x')"
0x205d7606acc491385fd96ece9045f53dfa6bd76f,98359500,Micro3 x zkPass,M3-ZKPASS,,2375,1.0,0.0,ERC721,1780656649,0x44c0203dd626fe42c207a2794fa7f070bec29a6f04be4e3bca9ed86cfa7df73b,False,False,,,1509757013360435828501352844873099317723680087662272058941802173956644,https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/e3b67668a27f338701fa8e1d530be91a,,,,[http] Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/e3b67668a27f338701fa8e1d530be91a
0xdf2d3b9f27fbee476dd79c72ce3b6c2d3ac6f511,98340840,,,,,,,ERC1155,1780645459,0x21a4dbb28fd10d362e974e212ff557ec09fc2578b66b98f97a6dd53df803c3d4,False,False,,,,,,,,"No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: 0x', '0x')"
0x95a43d767e7f12349c86740a0c2fbba855b46b96,98339324,Simple NFT,SNFT,,2,,,ERC721,1780644643,0x8a5aeddbaf6d99c9534c3d07036a35f08450c159630a0dbc7cbe872b816ddfb6,False,False,,,,,,,,"No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: 0x', '0x')"
0xc8c0086ea5bfc7bc8839c779022995067fc9aee9,98331864,H2O Node NFT,H2ONODE,,10,1.0,0.0,ERC721,1780640342,0x6eac8fe481169e25580cfc429a9f4634c7ace655a5d6e4c75d4b3a1916e0bc0e,False,False,,,1,https://h2o.local/node/1,,,,"[http] Network Error: HTTPSConnectionPool(host='h2o.local', port=443): Max retries exceeded with url: /node/1 (Caused by NameResolutionError(""HTTPSConnection(host='h2o.local', port=443): Failed to resolve 'h2o.local' ([Errno -2] Name or service not known)""))"
0xe392b588a278cd41e9b385b0f6dd67d9341d4005,98320494,H2O Node NFT,H2ONODE,,10,1.0,0.0,ERC721,1780635467,0x82216ef4e663d58d8d62f27e1e38b21ffe9effcafe2c6c0705d4645721054bf0,False,False,,,1,https://h2o.local/node/1,,,,"[http] Network Error: HTTPSConnectionPool(host='h2o.local', port=443): Max retries exceeded with url: /node/1 (Caused by NameResolutionError(""HTTPSConnection(host='h2o.local', port=443): Failed to resolve 'h2o.local' ([Errno -2] Name or service not known)""))"
0x0e2767c4eaadedfb49c858f003a4f716dad6c5d5,98305369,test NFT,testnft,,10,1.0,0.0,ERC721,1780629424,0x9239c451c47343fe011e61f38ec257d2af9fbfe8b65ec1a09d422b33699c30ce,False,False,,,,,,,,"No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: 0x', '0x')"
0x18da5259bf38c2ce51e499b36fd231a11d881099,98301071,H2O Node NFT,H2ONODE,,10,1.0,0.0,ERC721,1780627415,0x39d29971d391c242bcf543658c942570ab3b860badd59481b48d3dde779a84fa,False,False,,,1,https://h2o.local/node/1,,,,"[http] Network Error: HTTPSConnectionPool(host='h2o.local', port=443): Max retries exceeded with url: /node/1 (Caused by NameResolutionError(""HTTPSConnection(host='h2o.local', port=443): Failed to resolve 'h2o.local' ([Errno -2] Name or service not known)""))"
0x59d13c9b54f974183884d3dcb1e96b9f1fd15a6e,98293693,,,,,,,ERC1155,1780623948,0xfa69dd188c0c521328c7cc6fbbc66d3af201b73ecbe9105cd3de20951a57d181,False,False,,,,,,,,"No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: 0x', '0x')"
0xfd86d48afa96aa84667a80cd9e96d344131150dc,98293288,H2O Node NFT,H2ONODE,,10,1.0,0.0,ERC721,1780623789,0x4a99e66381865716ee39525812b397627b8dd36edaee2d2257311bd7251a5eaf,False,False,,,1,https://h2o.local/node/1,,,,"[http] Network Error: HTTPSConnectionPool(host='h2o.local', port=443): Max retries exceeded with url: /node/1 (Caused by NameResolutionError(""HTTPSConnection(host='h2o.local', port=443): Failed to resolve 'h2o.local' ([Errno -2] Name or service not known)""))"
0xd152a07a0432e3e46c1e03e9b3b68876cfb4b189,98293066,H2O Node NFT,H2ONODE,,10,1.0,0.0,ERC721,1780623688,0xdcfb3efae4ffd420235996ad96e69d6ca7089f2a39de5d0b5294b11725065ac6,False,False,,,1,https://h2o.local/node/1,,,,"[http] Network Error: HTTPSConnectionPool(host='h2o.local', port=443): Max retries exceeded with url: /node/1 (Caused by NameResolutionError(""HTTPSConnection(host='h2o.local', port=443): Failed to resolve 'h2o.local' ([Errno -2] Name or service not known)""))"
0x75c6202d389d0a9b1ac9c8a5a188733b134d2f99,98292229,,,,,,,ERC1155,1780623289,0x69662c338f73de934c6c734873c95c37005930ac8401c5bb500a6359ff5339d4,False,False,,,,,,,,"No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: 0x', '0x')"
0x592193f5fd1b12a97bd48f31810f400cd7793dc3,98277035,球星,球星,,,1.0,0.0,ERC721,1780615337,0x7467a05bc54c21c27311f752c90f0e87fab351890d58fbd167aff1cd70a209cb,False,False,,,,,,,,"No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: 0x', '0x')"
0x56734234a70c8636859a7091ea40a0dafb2b90f0,98269562,cs,CS,,,1.0,0.0,ERC721,1780610983,0x01d4425d71c510c747177093c8d9c9628701f8f0b2d9a7191c279345f30bf17d,False,False,,,1,https://flapcaiyi.life/api/nft/metadata/1.json,,,,"[http] Network Error: HTTPSConnectionPool(host='flapcaiyi.life', port=443): Max retries exceeded with url: /api/nft/metadata/1.json (Caused by NameResolutionError(""HTTPSConnection(host='flapcaiyi.life', port=443): Failed to resolve 'flapcaiyi.life' ([Errno -2] Name or service not known)""))"
0xa04c29250766d93dc7c972fa12bd03d2c48e277f,98268589,TESTMINTING,MINTING,,1,1.0,0.0,ERC721,1780610480,0x117a07e145a102fed479bd95e895d73bb3429e7281764dbbe979db94f47d0162,False,False,,,0,http://localhost:8000/collection/chain_56__testminting__1778775094741/0.json,,,,[http] Invalid URI: skipped host 'localhost'
0x7032753c4f0d4aa029b84b81199098fdc0805790,98264097,Simple NFT,SNFT,,2,,,ERC721,1780608147,0xa425e842ffbd2452bf6f4e6a7f1d47228ac647fb96b44db6f7f7259871e57b3c,False,False,,,,,,,,"No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: 0x', '0x')"
0xcf7ec738fde6b891c4faaaa8e7666f537adec332,98263540,Simple NFT,SNFT,,2,,,ERC721,1780607860,0x48b25e8e8685287bdcb1290b43fbc22f779558f4b63303f166505df9f225a8c7,False,False,,,,,,,,"No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: 0x', '0x')"
0x8cb9912b66ff127b0b886624a64514c394be11a4,98260691,Simple NFT,SNFT,,2,,,ERC721,1780606379,0xf58f7546fee8d6de018917a9dd360e0d5f4b5531dbf7108668bd30c6b9c77515,False,False,,,,,,,,"No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: 0x', '0x')"
