address,first_seen_block,name,symbol,decimals,total_supply,is_erc721,is_erc1155,detected_type,last_updated_unix,first_seen_txhash,interface_conflict,has_url,found_in,extracted_urls,token_uri,meta_name,meta_description,meta_image,error
0xf8079e089b4814e4f52dc4c63b283b6f70cc0de1,97826530,H2O Community NFT (VH),H2OCV2,,20,1.0,0.0,ERC721,1780393222,0x2e6512713dd08777cc2ccd50d63ef9a40f3e3bb440bc007a4b481cf78c9c9c77,False,False,,,https://h2o.local/community-nft-v2/1,,,,"True Negative: Dead Domain (HTTPSConnectionPool(host='h2o.local', port=443): Max retries exceeded with url: /community-nft-v2/1 (Caused by NameResol)"
0xd9bb67ea6511e8015a9cd90d72361bdcf4244fec,97826529,H2O Node NFT (D365/VH),H2ONV2,,10,1.0,0.0,ERC721,1780393223,0x10459e50016b2c63d6184c9f081fe858399a6c178fa50f213a9315beca1c03ee,False,False,,,https://h2o.local/node-nft-v2/1,,,,"True Negative: Dead Domain (HTTPSConnectionPool(host='h2o.local', port=443): Max retries exceeded with url: /node-nft-v2/1 (Caused by NameResolution)"
0x5f051edd20c00ec93f5378de3e2bd09e2fed5a34,97826132,H2O Community NFT (VH),H2OCV2,,20,1.0,0.0,ERC721,1780393047,0x5902e464cfae6ca4db64ac47d82aea7eb599df463e319e7671001b03bf381edf,False,False,,,https://h2o.local/community-nft-v2/1,,,,"True Negative: Dead Domain (HTTPSConnectionPool(host='h2o.local', port=443): Max retries exceeded with url: /community-nft-v2/1 (Caused by NameResol)"
0xf1fc32874b4e96a8743138e5d9e054c5a1a3ac5d,97826130,H2O Node NFT (D365/VH),H2ONV2,,7,1.0,0.0,ERC721,1780393048,0x6d40974c172aec9de9209152f6d647ea6dd6a381d5e1432bccdfad6ab6472efa,False,False,,,https://h2o.local/node-nft-v2/1,,,,"True Negative: Dead Domain (HTTPSConnectionPool(host='h2o.local', port=443): Max retries exceeded with url: /node-nft-v2/1 (Caused by NameResolution)"
0xefa6459221a0e69a959fd434ca38a1c961bd98e0,97825096,H2O Community NFT (VH),H2OCV2,,20,1.0,0.0,ERC721,1780392572,0x7c11b30a67f8fa1aafae7720652231a57f63bcfb4a28d428ab90abb158a398e8,False,False,,,https://h2o.local/community-nft-v2/1,,,,"True Negative: Dead Domain (HTTPSConnectionPool(host='h2o.local', port=443): Max retries exceeded with url: /community-nft-v2/1 (Caused by NameResol)"
0x7e9bb13e78b1fe10e3c026356dbeaa030080ea4c,97825094,H2O Node NFT (D365/VH),H2ONV2,,10,1.0,0.0,ERC721,1780392573,0x9699626f4e351f5a11410d50e3b91f6248752e6136ebea07fbf48d2ccb392559,False,False,,,https://h2o.local/node-nft-v2/1,,,,"True Negative: Dead Domain (HTTPSConnectionPool(host='h2o.local', port=443): Max retries exceeded with url: /node-nft-v2/1 (Caused by NameResolution)"
0xca00b232621ab4f7680f10605f850258919f3f92,97821866,Bored Collection,BCL,,,0.0,1.0,ERC1155,1780390938,0x8bd688d6c504412d917ee2767cb6b806ce8dfb67dc1a850ad3cc4db4f8a99d43,False,False,,,https://ipfs.io/ipfs/QmfEBcCgLnMqt2DFRSVBJ113Envyn17JsRXeX3AiL1UFqn,,,,True Negative: Skipped host (127.0.0.1)
0xd3b07430a1e4a2e51bb85806420dce2e877861a1,97819289,TRVL Stamp,TRVLS,,10890,1.0,0.0,ERC721,1780389591,0x67d694259cf5f16e7e8bfd806eef32bb7398a80ceb42c3df1227ee85e20c5796,False,False,,,https://gateway.pinata.cloud/ipfs/Qmb7K7zRavDoaa17bZpbamfj7K1LzgJpSY4HoZEyrDeCms,,,,True Negative: Skipped host (127.0.0.1)
0x0ac1bd198db93d7ec428b698dcef2e43dbcea7d1,97798781,PepemonFactory,PEPEMON,,,0.0,1.0,ERC1155,1780379751,0xbdea565c1f065c3b49ccbc3c370ad558f779a1a8ddbf03d6175eec9b6227e185,False,False,,,https://pepemon.finance/api/pepemon-erc1155,,,,"True Negative: Dead Domain (HTTPSConnectionPool(host='pepemon.finance', port=443): Max retries exceeded with url: /api/pepemon-erc1155 (Caused by Na)"
0x55464e5427280ccd5b25c5ed7eb40cb59ab49587,97776174,Bored Collection,BCL,,,0.0,1.0,ERC1155,1780368861,0x2c33ea39fbf27af493e1f837e9f0bcbf963b8e255be86aaa569a3ad2663023ff,False,False,,,https://ipfs.io/ipfs/QmfEBcCgLnMqt2DFRSVBJ113Envyn17JsRXeX3AiL1UFqn,,,,True Negative: Skipped host (127.0.0.1)
0x4cf3edf846b998386f1c5ba1f8d21ffa5a45f69b,97727854,Bored Collection,BCL,,,0.0,1.0,ERC1155,1780347192,0x963bb39af2545221a496c2440b96ae6c69cee7f6a2651235c647ee9bb6bdd706,False,False,,,https://ipfs.io/ipfs/QmfEBcCgLnMqt2DFRSVBJ113Envyn17JsRXeX3AiL1UFqn,,,,True Negative: Skipped host (127.0.0.1)
0xbee5d835ce6d51c68ac1206ef8cfbeb034883b56,97697741,,,,,0.0,1.0,ERC1155,1780333826,0xd75506aa60ae3866e78a17a09d6452f89300fdb20cb1695a3f632a9b4421e5b5,False,False,,,ipfs://bafkreietnkibhibvlsboltwjhpqgszezc2ljw44j4jqzzpzk7pnkxhbpka,,,,True Negative: Skipped host (127.0.0.1)
0xfadd0b50085a23f79e5b412635c1da30d804ff8e,97685931,Bored Collection,BCL,,,0.0,1.0,ERC1155,1780328091,0xad005cd002fe4459a1a4ba70cee7124dd3075cf1bd79b58ebffcafa96a5f2739,False,False,,,https://ipfs.io/ipfs/QmfEBcCgLnMqt2DFRSVBJ113Envyn17JsRXeX3AiL1UFqn,,,,True Negative: Skipped host (127.0.0.1)
0x54ddae63e2a86f4bd05b3bdb7ca346c000ac0108,97674169,Dream Card,DCARD,,9,0.0,1.0,ERC1155,1780321606,0xb6604abd213f33577bc91dd56a59df627ee48b31750e21d524f087976dc1e4b5,False,False,,,ipfs://dream-card/card.json,,,,True Negative: Skipped host (127.0.0.1)
0x1ca00285ed5e62c693bed3249f74cd86bc8191f2,97641312,Bored Collection,BCL,,,0.0,1.0,ERC1155,1780306659,0x2d9edd69ff15d6c37d2c813ca3e39cebe35e0aaec9263b80402ab13f78f3f693,False,False,,,https://ipfs.io/ipfs/QmfEBcCgLnMqt2DFRSVBJ113Envyn17JsRXeX3AiL1UFqn,,,,True Negative: Skipped host (127.0.0.1)
0xc56ae2b55ffe547f68ada7840576095188ee6c0d,97594894,Bored Collection,BCL,,,0.0,1.0,ERC1155,1780285978,0xb98a428ccf6f5d2cb8fe146e9e2919afe8bcee5c9857c4d4ab65c98a6ce50cee,False,False,,,https://ipfs.io/ipfs/QmfEBcCgLnMqt2DFRSVBJ113Envyn17JsRXeX3AiL1UFqn,,,,True Negative: Skipped host (127.0.0.1)
0x10eee0c54736ee6aab621cbd9e5032756eb633b3,97548676,Golden Labs Finance,GLFA,,,1.0,0.0,ERC721,1780263346,0x54786e8bbe612cc850225f75ecd4a42f7c86d62bae315cced7fe293f298306fa,False,False,,,ipfs://ipfs://bafybeieankjdrs7xlzighrgmbwwh5263ihoydg3zam753wgxze2h2hcydm/1.json,,,,True Negative: Skipped host (127.0.0.1)
0xdc7cad14b2d3b7d12229fbfd3a7cc177de368edc,97548134,aavegain com,,,,0.0,1.0,ERC1155,1780263123,0xf1d078dac7c24c43b5cc1c047b38713733918ba9714a14222939df149b4bb568,False,False,,,https://ipfs.io/ipfs/Qme1dGoXDoZkJ4zXHshy8HyCYJJjpjfwyfdTS8N2hLSbix,,,,True Negative: Skipped host (127.0.0.1)
0x6638c24df377afa6bac1a958c931d0e3bd45da6a,97546810,Bored Collection,BCL,,,0.0,1.0,ERC1155,1780262584,0xa86e73c2f068ac475716e6f293bdd3559d445a9401d3166735020d3f1346c5e1,False,False,,,https://ipfs.io/ipfs/QmfEBcCgLnMqt2DFRSVBJ113Envyn17JsRXeX3AiL1UFqn,,,,True Negative: Skipped host (127.0.0.1)
0x28c938dd9167712673706f849a4e8350ee427133,97520100,BabyGirl Co-Creator,BGCC,,,1.0,0.0,ERC721,1780251701,0x3d79f249a62778aea47291fe9239ead62bf623b5549b0395296f6c803ffac44e,False,False,,,ipfs://QmfFx48E27sK3rbkHoTy57Tqn4KiTmuv5wPXDoVt2ZBALp/ipfs://QmfFx48E27sK3rbkHoTy57Tqn4KiTmuv5wPXDoVt2ZBALp/1.json,,,,True Negative: Skipped host (127.0.0.1)
0xb952e14d65103735c0e099130c48b74d208e3505,97518391,Santa Floki NFTs,HoHoHo,,806,1.0,0.0,ERC721,1780251038,0x86b851c4faff65776c78554a2a8f22d40d48b85f6e065502de087715f9a0bef9,False,False,,,https://gateway.pinata.cloud/ipfs/QmXiX3G7KcZaVmoyCEeEC2dCwv5K2STCvHaDc2zmKSgxcy/1,,,,True Negative: Skipped host (127.0.0.1)
0x3ee8a419eb9c5ab6c767d50dbb6e15bc9497ea12,97507589,DogeStars Alliance,DSA,,235,1.0,0.0,ERC721,1780245777,0x9b6c976c7947d4988e296030fd56a333bfafbbe2190118833316e74b4717ca35,False,False,,,ipfs://bafkreibyx5gk4pbep4z3yr4ysazjcz26yr5yjw3zwezak3ovgz7fho6nzu,,,,True Negative: Skipped host (127.0.0.1)
0x76f80fabd5309530f1288311e3b5560d16828eed,97501468,Bored Collection,BCL,,,0.0,1.0,ERC1155,1780242478,0x9a7edbd1f06ce4100333533e8de4f2dcf3889ed51f9bf44e5e5c4ea814899edf,False,False,,,https://ipfs.io/ipfs/QmfEBcCgLnMqt2DFRSVBJ113Envyn17JsRXeX3AiL1UFqn,,,,True Negative: Skipped host (127.0.0.1)
0x90bdea0ddb6160faf6115dc35317c05cc911be22,97483439,Ocicat NFT,OcicatNFT,,2,1.0,0.0,ERC721,1780232051,0xcfe8417dc68bbf31c13351b1dd307c791d6795dbb6c269872329fcb884df9451,False,False,,,ipfs://bafybeihlwhaz6k7doahznutt3c27bhly6rgh63763zbt6lkug65vl7dhvi/,,,,True Negative: Skipped host (127.0.0.1)
0x7887e90c192685554d133e7f8bd0a43b3ee2745b,97476100,Stoned Skunks Smoking Squad,SSSS,,624,1.0,0.0,ERC721,1780227831,0x749dbf96c0396ac0b8fd92e69d22d785b3ef148c9929c3efd52fb1d00b682b45,False,False,,,ipfs://QmXaQyb4yozkyf3znunYNRRDReooxSnzfgLgokM5jKKrdJ/,,,,True Negative: Skipped host (127.0.0.1)
0x0ebd0d80436202e3ce66f2fe64577cf12098d252,97474368,Attarius,ATTRS,,,1.0,0.0,ERC721,1780226711,0xc49f1ac533a18c692769e7d8a54350353003bb5b5f11990f512c278c0d171275,False,False,,,https://media.attarius.com/nft/collar-nft-metadata.json,,,,"True Negative: Dead Domain (HTTPSConnectionPool(host='media.attarius.com', port=443): Max retries exceeded with url: /nft/collar-nft-metadata.json ()"
0x953f695ea0feae9091d11562e48da171d3c484da,97461894,Bored Collection,BCL,,,0.0,1.0,ERC1155,1780219660,0x7ecc77d7e49ed269be753600c5490a9ef0c7426dc42d585c906a1ac863d09331,False,False,,,https://ipfs.io/ipfs/QmfEBcCgLnMqt2DFRSVBJ113Envyn17JsRXeX3AiL1UFqn,,,,True Negative: Skipped host (127.0.0.1)
0x8e2564094bb6ad3929db63058e1b382029b14792,97460599,BiOrks,BIORKS,,342,1.0,0.0,ERC721,1780219035,0x55ed667e6ca29bf27344676a88605c91c747f202b9acdfd49ced7b330738c1e7,False,False,,,ipfs://Qma4qy64hViMiZiQPt1CAh693pHu28pKcVtEAWHDnV2omK/,,,,True Negative: Skipped host (127.0.0.1)
0xfe3eea9f826e56ca5702aad50659d801e4ea9320,97443371,SCV Bot,SCVBot,,6310,1.0,0.0,ERC721,1780210850,0x7824fd4d4fc58c4ada0537cd4997d4192f110ecbb3c33552d6ef1724b7ac36bc,False,False,,,ipfs://QmUPCX4kQzbzuraeTeC6Cwvj11jdM9R2Cpn8dUKGSdhqsH/6.json,,,,True Negative: Skipped host (127.0.0.1)
0x79bd559872e200d9db16cea1cf0b114991542262,97428888,Bored Collection,BCL,,,0.0,1.0,ERC1155,1780203317,0xe5aa71ad7224c810692567bad1d85a67160520b10462de632f4c51e9df19b0cb,False,False,,,https://ipfs.io/ipfs/QmfEBcCgLnMqt2DFRSVBJ113Envyn17JsRXeX3AiL1UFqn,,,,True Negative: Skipped host (127.0.0.1)
0x493c1bec04ee323b54ae1df39d425042d85d0604,97398446,Bored Collection,BCL,,,0.0,1.0,ERC1155,1780186413,0xee76f4f33d7f704d48b40d72e08898b9f654fcfce28ad5ee199eff269d121648,False,False,,,https://ipfs.io/ipfs/QmfEBcCgLnMqt2DFRSVBJ113Envyn17JsRXeX3AiL1UFqn,,,,True Negative: Skipped host (127.0.0.1)
0x7dc1049211f76324e651fe6584156ab22bd7b47e,97375204,Bored Collection,BCL,,,0.0,1.0,ERC1155,1780173338,0x03bbbec29d17da13eef2bea699936c1a8daef7ff95604db283c9fae58b77ea47,False,False,,,https://ipfs.io/ipfs/QmfEBcCgLnMqt2DFRSVBJ113Envyn17JsRXeX3AiL1UFqn,,,,True Negative: Skipped host (127.0.0.1)
0x8556f08086a88940c6de2ca1ddd6efa4e9934965,97354283,Bored Collection,BCL,,,0.0,1.0,ERC1155,1780163828,0x4c489c132609e5657e7a69eae18094c6a9c6665db927729bf5ffee18c45ff6ba,False,False,,,https://ipfs.io/ipfs/QmfEBcCgLnMqt2DFRSVBJ113Envyn17JsRXeX3AiL1UFqn,,,,True Negative: Skipped host (127.0.0.1)
0x344299dd2af8f81246dcb7b3368c6b9b5ddad4f6,97337552,launchspx org,,,,0.0,1.0,ERC1155,1780157155,0x74b266c0b8051f146b0331aa6c9320b5fb95e4001a32033ba4d37f9c09299a0f,False,False,,,https://ipfs.io/ipfs/QmR4DpTb7t9VUnyZqDRmiDHLoswp8uN8ZCQ44opwNz1G77,,,,True Negative: Skipped host (127.0.0.1)
0xa67f9adad34fe5cfdd7dfb870bd0f273765fa7e2,97331822,Bored Collection,BCL,,,0.0,1.0,ERC1155,1780154242,0x3459091445c46611f8db4324d7460782341489510b60153ff8afa0d78926d7c8,False,False,,,https://ipfs.io/ipfs/QmfEBcCgLnMqt2DFRSVBJ113Envyn17JsRXeX3AiL1UFqn,,,,True Negative: Skipped host (127.0.0.1)
0x90fd31bb464d96c582bf8482dca3c5136f8322b0,97329367,Bored Collection,BCL,,,0.0,1.0,ERC1155,1780153141,0x8dd39a8e540b583ad36d3f71e87373d7dc3f5fe14a5447cb863bc102c0326ddf,False,False,,,https://ipfs.io/ipfs/QmfEBcCgLnMqt2DFRSVBJ113Envyn17JsRXeX3AiL1UFqn,,,,True Negative: Skipped host (127.0.0.1)
0xabe71ecba3b1a661473f8cee8c76e2602736a403,97329284,Bored Collection,BCL,,,0.0,1.0,ERC1155,1780153082,0x2ac9d3c8f27dc8706471401bb62dd2bab5d27b2156f928488fcf3b41043ec55c,False,False,,,https://ipfs.io/ipfs/QmfEBcCgLnMqt2DFRSVBJ113Envyn17JsRXeX3AiL1UFqn,,,,True Negative: Skipped host (127.0.0.1)
0x8f836d3c429c5033d082d0b44693c56c0892d1c4,97329220,Bored Collection,BCL,,,0.0,1.0,ERC1155,1780153029,0xc8b37e8bdf1503f122b7e995b357a8ee97b68ac880a40644b2843847ebe8ba4b,False,False,,,https://ipfs.io/ipfs/QmfEBcCgLnMqt2DFRSVBJ113Envyn17JsRXeX3AiL1UFqn,,,,True Negative: Skipped host (127.0.0.1)
0x147c6f93d4324f1c748bb4c5f45fc86fa26d2887,97329171,Bored Collection,BCL,,,0.0,1.0,ERC1155,1780153002,0xb6f64be4936bd173160f53d99e5087c74a8fab0854a3d8c9d59acaf5e92ed2e1,False,False,,,https://ipfs.io/ipfs/QmfEBcCgLnMqt2DFRSVBJ113Envyn17JsRXeX3AiL1UFqn,,,,True Negative: Skipped host (127.0.0.1)
0x3c3b12389b57c79ae31ea0e2cdbe41bd7acdf469,97329120,Bored Collection,BCL,,,0.0,1.0,ERC1155,1780152969,0xb4b3188b62060331bf0fc4c672b7cdce13e600c30d954669a9e2a190e62e78f5,False,False,,,https://ipfs.io/ipfs/QmfEBcCgLnMqt2DFRSVBJ113Envyn17JsRXeX3AiL1UFqn,,,,True Negative: Skipped host (127.0.0.1)
0x4ba0b2aa9bb43ce1af7c488e6f1f6f0a008168c7,97329065,Bored Collection,BCL,,,0.0,1.0,ERC1155,1780152939,0x3c2f6e6b547223c6637f3b7afc86dc8de246f13294b18cc3a8e2582e020e195f,False,False,,,https://ipfs.io/ipfs/QmfEBcCgLnMqt2DFRSVBJ113Envyn17JsRXeX3AiL1UFqn,,,,True Negative: Skipped host (127.0.0.1)
0xa79d9e9c2c7b2174a42ba8c44219d2fbd6e0bbc7,97329010,Bored Collection,BCL,,,0.0,1.0,ERC1155,1780152919,0x316d652f067fe34122bb79ba39506b58b3b33773a590567b0c4d9dd7ba4bd3c8,False,False,,,https://ipfs.io/ipfs/QmfEBcCgLnMqt2DFRSVBJ113Envyn17JsRXeX3AiL1UFqn,,,,True Negative: Skipped host (127.0.0.1)
0x2995e1ebf70b7574e42a1fec26a76fad9d3c7ac9,97328957,Bored Collection,BCL,,,0.0,1.0,ERC1155,1780152879,0x90a4005065ea8311b9fce5d3c23ecf0045ba2f9b313c639c3fc613682db4c03d,False,False,,,https://ipfs.io/ipfs/QmfEBcCgLnMqt2DFRSVBJ113Envyn17JsRXeX3AiL1UFqn,,,,True Negative: Skipped host (127.0.0.1)
0x8da291429b09eda0a89bf9c275e5c3b8a7894b78,97328905,Bored Collection,BCL,,,0.0,1.0,ERC1155,1780152859,0x22bef02656532c6d33831e7fb14eb9f347d6243b901fc197f092dd45e2f5060f,False,False,,,https://ipfs.io/ipfs/QmfEBcCgLnMqt2DFRSVBJ113Envyn17JsRXeX3AiL1UFqn,,,,True Negative: Skipped host (127.0.0.1)
0xcadef2dfa3c44353c92e48d8225b864bcf05abb7,97328854,Bored Collection,BCL,,,0.0,1.0,ERC1155,1780152809,0x5b9de84c90490ade8fcfe29416d7c21c66a29a30ec7cede76327cba4b1400ebb,False,False,,,https://ipfs.io/ipfs/QmfEBcCgLnMqt2DFRSVBJ113Envyn17JsRXeX3AiL1UFqn,,,,True Negative: Skipped host (127.0.0.1)
0xd8c0121d997dea7106db4e8326a6f8d43875a43a,97328794,Bored Collection,BCL,,,0.0,1.0,ERC1155,1780152759,0xd3e133cd0376fc3c067c73f25c3963e4efdfb7ecc1347481273f9b229b0186fe,False,False,,,https://ipfs.io/ipfs/QmfEBcCgLnMqt2DFRSVBJ113Envyn17JsRXeX3AiL1UFqn,,,,True Negative: Skipped host (127.0.0.1)
0xbd2f47fac511ac8ee1948f3cc4ef1571384b7da5,97328744,Bored Collection,BCL,,,0.0,1.0,ERC1155,1780152731,0xdf701341b58ba5c1e9d685ab83fd29a6ca1fdeb8f7791e3c19acfb4151ea5d69,False,False,,,https://ipfs.io/ipfs/QmfEBcCgLnMqt2DFRSVBJ113Envyn17JsRXeX3AiL1UFqn,,,,True Negative: Skipped host (127.0.0.1)
0x87a115394a5746f432617d94c02b0cf2d8700b7a,97328693,Bored Collection,BCL,,,0.0,1.0,ERC1155,1780152689,0x6a9f6cce71bd768d34ba07a5dc0d336c6b21ddcd223516db07a1a65b003dd563,False,False,,,https://ipfs.io/ipfs/QmfEBcCgLnMqt2DFRSVBJ113Envyn17JsRXeX3AiL1UFqn,,,,True Negative: Skipped host (127.0.0.1)
0xeae5a4b5e7c051d772b4e5db90a6cacaf2997f58,97328629,Bored Collection,BCL,,,0.0,1.0,ERC1155,1780152659,0xf9e4ca6a7c459ed6075ab1b467d81a842b94d21adbde2d054fd74d184b184945,False,False,,,https://ipfs.io/ipfs/QmfEBcCgLnMqt2DFRSVBJ113Envyn17JsRXeX3AiL1UFqn,,,,True Negative: Skipped host (127.0.0.1)
0xfcbe7406daf3599407cd0cc471c9bb1f11bcb8e3,97328578,Bored Collection,BCL,,,0.0,1.0,ERC1155,1780152610,0x94450641bbd486c42eb3b7399aa8aca44c9201ddb23275e616cad22e453cae0a,False,False,,,https://ipfs.io/ipfs/QmfEBcCgLnMqt2DFRSVBJ113Envyn17JsRXeX3AiL1UFqn,,,,True Negative: Skipped host (127.0.0.1)
0x27552d60c8b53bd0659d330a3ed9cf2c01cf1da6,97327986,Bored Collection,BCL,,,0.0,1.0,ERC1155,1780152340,0x1e8a14cab3510a032b0e661ab9e90787b25cfde72f9aa3288a01124a5ec31f5c,False,False,,,https://ipfs.io/ipfs/QmfEBcCgLnMqt2DFRSVBJ113Envyn17JsRXeX3AiL1UFqn,,,,True Negative: Skipped host (127.0.0.1)
0x01404a76cef8451a73cd6af8b3ddb02cf6177952,97327936,Bored Collection,BCL,,,0.0,1.0,ERC1155,1780152319,0xdfbc31a54341e9c6d7266e731e7a7ff17abc6044d512e94b715ffa7df3f55e92,False,False,,,https://ipfs.io/ipfs/QmfEBcCgLnMqt2DFRSVBJ113Envyn17JsRXeX3AiL1UFqn,,,,True Negative: Skipped host (127.0.0.1)
0x702c9c4d9bd18ed9c4573e403e99e65ae82a2319,97327734,Bored Collection,BCL,,,0.0,1.0,ERC1155,1780152230,0x936cea41cd2c7d5aff4e7891ca1f43402699cc83ade4ae81401ea2bcb47c8c87,False,False,,,https://ipfs.io/ipfs/QmfEBcCgLnMqt2DFRSVBJ113Envyn17JsRXeX3AiL1UFqn,,,,True Negative: Skipped host (127.0.0.1)
0x1ee723f5888deb496b59e9bc5955d9b0bc802db5,97327628,Bored Collection,BCL,,,0.0,1.0,ERC1155,1780152158,0xe7a1ec287345e708fdd256d8609288338102d0b22c7a3292081915a7130a19f6,False,False,,,https://ipfs.io/ipfs/QmfEBcCgLnMqt2DFRSVBJ113Envyn17JsRXeX3AiL1UFqn,,,,True Negative: Skipped host (127.0.0.1)
0xa39b344c2de3aac9741a0cde94207740ff98f6af,97305600,FFF NFT,FFF NFT,,30,1.0,0.0,ERC721,1780140379,0x4655a2e27d2be2ad51d1eec0c50fd5c0698dbd0d10415621707e23aef97ec011,False,False,,,https://gateway.pinata.cloud/ipfs/bafybeid23e6fbnddgrg5lg562g2siqicm5r64hilgpkldszttfhc272key/1,,,,True Negative: Skipped host (127.0.0.1)
0xd459fb9d59f73e6d04cd8c9787b36dff8ee29999,97293344,LIFE,LIFE,,,1.0,0.0,ERC721,1780133478,0xf0d74bf8bfe34823b3385ee94e4f6dd63fcabf579184d92c94af18c06d3b7986,False,False,,,https://ipfs.io/ipfs/bafkreiefsrf3fmlypxcb3fwz575wglbjqx27xzjea2dm4hu3y5p22eoyjy,,,,True Negative: Skipped host (127.0.0.1)
0x1a434429da2c0598891d69e957fc5534f000888d,97287995,,,,,0.0,1.0,ERC1155,1780130386,0xdf1a9a58f5ae2dedd46e9e767301a800802d2d2412b37cae9315ae8a007a234f,False,False,,,ipfs://QmegXRxugwdLzGAQv9WFcFjmoWkcAD9NoynP5KCJoV6H6F,,,,True Negative: Skipped host (127.0.0.1)
0xbd2e85bc1c75226db38057a17f7f4e0124955f56,97284041,PTCG,PTCG,,,1.0,0.0,ERC721,1780127452,0xb86c1de332a035d963b64ab355fb9f1f204dae4349dac88a82e16202e32d3531,False,False,,,https://gateway.pinata.cloud/ipfs/bafybeicxpgx7d7pptgsic4pfazmpkvna2mir46kmbp2e2fffpcodi3pkmm/1.json,,,,True Negative: Skipped host (127.0.0.1)
