ERROR_TYPE,COUNT,PERCENTAGE
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.fishyfrenzbsc.com', port=443): Max retries exceeded with url: /api/1 (Caused by NameResolu)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='app.heroverse.io', port=443): Max retries exceeded with url: /api/hero-metadata/1 (Caused by N)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='ipfs.featured.market', port=443): Max retries exceeded with url: /ipfs/QmTpxkZdijEEJyHBFSfJaVG)",3,0.15%
True Negative: Skipped host (agora.example),3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='dayofrights.org', port=443): Max retries exceeded with url: /api/card/json/ (Caused by NameRes)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.nexora.io', port=443): Max retries exceeded with url: /metadata/legacy/architect/ (Caused )",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.nexora.io', port=443): Max retries exceeded with url: /metadata/legacy/sentinel/ (Caused b)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='apimarket.mogwar.com', port=443): Max retries exceeded with url: /monster/ (Caused by NameReso)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.nexora.io', port=443): Max retries exceeded with url: /metadata/legacy/ember/ (Caused by N)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='skinny.lat', port=443): Max retries exceeded with url: /metadata/1.json (Caused by NameResolut)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='s3-nswap-base.nswap.com', port=443): Max retries exceeded with url: /metadata/leggi/0 (Caused )",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.adventepoch.com', port=443): Max retries exceeded with url: /roles/1.json (Caused by NameR)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='beta-api.mar3.ai', port=443): Max retries exceeded with url: /api/metadata/1 (Caused by NameRe)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='apinft.bunnygirlnft.com', port=443): Max retries exceeded with url: /metadata/genesis/1 (Cause)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='reiki.web3go.xyz', port=443): Max retries exceeded with url: /aibot-nft-metadata?id=1& (Caused)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.talesofragnarok.io', port=443): Max retries exceeded with url: /v1/meta/avatar/ (Caused by)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='pandababy.link', port=443): Max retries exceeded with url: /metadata/1 (Caused by NameResoluti)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='d5edbn09fjrkm.cloudfront.net', port=443): Max retries exceeded with url: /1 (Caused by NameRes)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='metadata.apemove.io', port=443): Max retries exceeded with url: /0x0F895e307b250d9D2a4b6D448EE)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='getmint.io', port=443): Max retries exceeded with url: /api/nft/hyperlane/1/metadata (Caused b)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='cryptoultraman.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionErro)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='resource.gamefox.io', port=443): Max retries exceeded with url: /logo/meta-nft-classic.png (Ca)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='beta-api.mar3.ai', port=443): Max retries exceeded with url: /api/metadata/mar3Image/1 (Caused)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='hryct7akg3.execute-api.us-east-1.amazonaws.com', port=443): Max retries exceeded with url: /ch)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='metadata.doge6packs.com', port=443): Max retries exceeded with url: / (Caused by NameResolutio)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='bafybeidmovy2n5volpir3yr5c7qnhr5inxhzles4qldlih2lqlesncf7dy.ipfs.nftstorage.link', port=443): )",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='app.boxring.io', port=443): Max retries exceeded with url: /json/ (Caused by NameResolutionErr)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='metadata.pennywhale.io', port=443): Max retries exceeded with url: /mineowner/1 (Caused by Nam)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='nft.9cc1.io', port=443): Max retries exceeded with url: /dnd.json?t=1 (Caused by NameResolutio)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.cryptoblades.io', port=443): Max retries exceeded with url: /nfts/view/bnb/cb-shield/ (Cau)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.lulumart.xyz', port=443): Max retries exceeded with url: /series/10871215192/token/ (Cause)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='gateway.lighthouse.storage', port=443): Max retries exceeded with url: /ipfs/bafkreicowjen27ra)",3,0.15%
True Negative: Skipped host (api.triplec.example),3,0.15%
True Negative: Skipped host (api.node.com),3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.tinyworlds.io', port=443): Max retries exceeded with url: /metadata/0000000000000000000000)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='resource.metastrike.io', port=443): Max retries exceeded with url: /mts/1 (Caused by NameResol)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='img.momoworld.io', port=443): Max retries exceeded with url: /mini_avatar_ori_ (Caused by Name)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.lulumart.xyz', port=443): Max retries exceeded with url: /series/21320385102/token/ (Cause)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.lulumart.xyz', port=443): Max retries exceeded with url: /series/21320385101/token/ (Cause)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.hodlmeme.io', port=443): Max retries exceeded with url: /ob-nft/1 (Caused by NameResolutio)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='nft.lacucina.io', port=443): Max retries exceeded with url: /taliens/56/metadata/ (Caused by N)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='satoshitcoin.com', port=443): Max retries exceeded with url: /nfts/000000000000000000000000000)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api-bsc.binemon.io', port=443): Max retries exceeded with url: /api/gems/metadata/1 (Caused by)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='nft.bnbaigo.com', port=443): Max retries exceeded with url: /tokens/1.json (Caused by NameReso)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='meta.defihorse.com', port=443): Max retries exceeded with url: /1 (Caused by NameResolutionErr)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='game2.summonersarena.io', port=443): Max retries exceeded with url: /hero/v1/stat/nft1 (Caused)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='metadata.qorpo.world', port=443): Max retries exceeded with url: /contract/aneemate.json (Caus)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='sprdapp.19ceshi.com', port=443): Max retries exceeded with url: /00000000000000000000000000000)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='server.myth.art', port=443): Max retries exceeded with url: /contract (Caused by NameResolutio)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='www.squidworld.link', port=443): Max retries exceeded with url: /heroes/ (Caused by NameResolu)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='gateway.lighthouse.storage', port=443): Max retries exceeded with url: /ipfs/bafybeihi3zea4mnm)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='nft.bscsimp.com', port=443): Max retries exceeded with url: /tokens/1.json (Caused by NameReso)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='panel.digxe.com', port=443): Max retries exceeded with url: /uploads/nft-1774123687342-prqji0g)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='metadata.pokvault.xyz', port=443): Max retries exceeded with url: / (Caused by NameResolutionE)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='maker.xnova.network', port=443): Max retries exceeded with url: /uploads/nft-1774045058882-nxy)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='test.aster-club.com', port=443): Max retries exceeded with url: /nftimg/0 (Caused by NameResol)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='www.workwars.games', port=443): Max retries exceeded with url: /api/nft/metadata/1 (Caused by )",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.nby.network', port=443): Max retries exceeded with url: /nft/dividend/1 (Caused by NameRes)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.laf.network', port=443): Max retries exceeded with url: /nft/1 (Caused by NameResolutionEr)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='btrgtrhbyjuyj.xyz', port=443): Max retries exceeded with url: /boneshibc.json (Caused by NameR)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.nftfeed.guru', port=443): Max retries exceeded with url: /api/public/metadata/56/0xc4a2772)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='myplenit.org', port=443): Max retries exceeded with url: /imgNft/TM8R7QRP1ZK.png (Caused by Na)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.superstep.org', port=443): Max retries exceeded with url: /api/nft/shoe/1 (Caused by NameR)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.apeswap.finance', port=443): Max retries exceeded with url: /bab-nft/1 (Caused by NameReso)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='metadata.qorpo.world', port=443): Max retries exceeded with url: /contract/aneemate-genesis.js)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='images.poopies.io', port=443): Max retries exceeded with url: /metadata/ (Caused by NameResolu)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.commonwealth4.com', port=443): Max retries exceeded with url: /pregame-nft/1 (Caused by Na)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='tcg.blockczech.io', port=443): Max retries exceeded with url: /items/2/ (Caused by NameResolut)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='server.babyswap.io', port=443): Max retries exceeded with url: /api/queryTokenJson/ (Caused by)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='pixel-genetics.com', port=443): Max retries exceeded with url: /api/egg/1 (Caused by NameResol)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='daronft.bitbat.io', port=443): Max retries exceeded with url: /node/1 (Caused by NameResolutio)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='ipfs.4everland.io', port=443): Max retries exceeded with url: /ipfs/bafybeiasxgajqq3ef377fumun)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='ipfs.4everland.io', port=443): Max retries exceeded with url: /ipfs/QmU1A8Q9fyCbmVbx4kZ2Kcx1TF)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='bluca-api.bluca.io', port=443): Max retries exceeded with url: /public/api/blucamon/1 (Caused )",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='nftslands.landian.io', port=443): Max retries exceeded with url: /api/1 (Caused by NameResolut)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='ipfs.4everland.io', port=443): Max retries exceeded with url: /ipfs/bafybeieyrjawwyvufu23waex6)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='grinchbonknft.com', port=443): Max retries exceeded with url: /nft/1 (Caused by NameResolution)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='assets.znsconnect.io', port=443): Max retries exceeded with url: /giftCardMetadata.json (Cause)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.angrybirdinu.com', port=443): Max retries exceeded with url: /api/v1/public/nft/0x25b6A5a7)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.bloco.exchange', port=443): Max retries exceeded with url: /contractURI?blockchain=BSC (Ca)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='meta.space-pi.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='bafybeiay5vhliay2fsmclxpf6oq4mo53mdh6tyl4gi6bq2mbrfowkt2vom.ipfs.nftstorage.link', port=443): )",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='bafybeidtnb5th6rukwemsavwdqvfvyv4rrxjtzdb3jhfjhzrebckh2n5wy.ipfs.nftstorage.link', port=443): )",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api-v2.apeswap.finance', port=443): Max retries exceeded with url: /bills/%5Bobject%20Object%5)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='metadata.esfi.io', port=443): Max retries exceeded with url: /era7/token/1 (Caused by NameReso)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='app.ttk.gg', port=443): Max retries exceeded with url: /heroes/o/1 (Caused by NameResolutionEr)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='ipfsgw.nftplayer.io', port=443): Max retries exceeded with url: /ipfs/QmTo6CcKr2UuWrhT5E7sKCRQ)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='metadata.vcgamers.com', port=443): Max retries exceeded with url: /nft/0xaf10c7233e84925898bcf)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='hexanftpools.com', port=443): Max retries exceeded with url: /metadata/ (Caused by NameResolut)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='metadata.trustdomains.org', port=443): Max retries exceeded with url: /metadata/ (Caused by Na)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='footer.infinitygamesnft.com', port=443): Max retries exceeded with url: /nfts/1 (Caused by Nam)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='nft.kine.vc', port=443): Max retries exceeded with url: /metadata/0000000000000000000000000000)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='makecard.yhaa.cn', port=443): Max retries exceeded with url: /1.png (Caused by NameResolutionE)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='panel.digxe.com', port=443): Max retries exceeded with url: /uploads/nft-1762475636068-ehldcxi)",3,0.15%
True Negative: Skipped host (nothing.mock1),3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='stage189394753895.candao.io', port=443): Max retries exceeded with url: /api/rwa/metadata?ref=)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='nft.apps.cadinu.io', port=443): Max retries exceeded with url: /v3/56/1 (Caused by NameResolut)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='nft.pikainfinity.com', port=443): Max retries exceeded with url: /land/ (Caused by NameResolut)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='jojo.fun', port=443): Max retries exceeded with url: /nftlib/bounty/ (Caused by NameResolution)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='icastle.io', port=443): Max retries exceeded with url: /nft/coupon/1.json (Caused by NameResol)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='tokens.cukies.world', port=443): Max retries exceeded with url: /token/ (Caused by NameResolut)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='nft.agoraweb3', port=443): Max retries exceeded with url: /agora.json (Caused by NameResolutio)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='muyucoint.com', port=443): Max retries exceeded with url: /nft-cert/af6806b4-ee48-4602-87f2-0b)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='muyucoint.com', port=443): Max retries exceeded with url: /nft-cert/9c919ed5-420d-4067-affe-ec)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='data.metanetint.xyz', port=443): Max retries exceeded with url: /json/1.json (Caused by NameRe)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='ipfs.featured.market', port=443): Max retries exceeded with url: /ipfs/QmWxSzyB7SGBh6F8A8jkaTU)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.bakeryswap.org', port=443): Max retries exceeded with url: /nft/bake-musk-mixer/ (Caused b)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.cryptoblades.io', port=443): Max retries exceeded with url: /nfts/view/bnb/cb-character/ ()",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='gateway.lighthouse.storage', port=443): Max retries exceeded with url: /ipfs/bafybeihqlqasqeny)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='bafybeicrwqynallc4owk2jg547ajnh3y2ggu2orvvhofpknpp26uszkutq.ipfs.w3s.link', port=443): Max ret)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='tokens.credefi.io', port=443): Max retries exceeded with url: /metadata/p2p-v1/56/xcredi (Caus)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='tokens.credefi.io', port=443): Max retries exceeded with url: /metadata/p2p-v1/56/credi (Cause)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.icw.gift', port=443): Max retries exceeded with url: /metadata/0000030000000002.json (Caus)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='oeai.asia', port=443): Max retries exceeded with url: /nft/1.png (Caused by NameResolutionErro)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='earncoins.ai', port=443): Max retries exceeded with url: /metadata/1 (Caused by NameResolution)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='bsc-cw.com', port=443): Max retries exceeded with url: /nft/0.json (Caused by NameResolutionEr)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='babydogenfts.top', port=443): Max retries exceeded with url: /0.json (Caused by NameResolution)",3,0.15%
True Negative: Skipped host (cdn.example.com),3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.lotstack.app1', port=443): Max retries exceeded with url: /1 (Caused by NameResolutionErro)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='chickly.io', port=443): Max retries exceeded with url: /metadata/1.json (Caused by NameResolut)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.brixelwar.com', port=443): Max retries exceeded with url: /bxie/1 (Caused by NameResolutio)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='app.bnfy.finance', port=443): Max retries exceeded with url: /hashmask/ (Caused by NameResolut)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='myusdc.org', port=443): Max retries exceeded with url: /meta.json (Caused by NameResolutionErr)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='expanium.io', port=443): Max retries exceeded with url: /nft/metadata/1.json (Caused by NameRe)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='static.goweb3.org', port=443): Max retries exceeded with url: /nft/gid/id.png?n= (Caused by Na)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='nft.zedscan.net', port=443): Max retries exceeded with url: /v3/1 (Caused by NameResolutionErr)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='bafybeic7jw7bcf4f5orp6prpur5t3fcf6xhcj7bcp2fk6t3rq6ezsm3rt4.ipfs.nftstorage.link', port=443): )",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.pyramid-explorer.app', port=443): Max retries exceeded with url: /token/1 (Caused by NameR)",3,0.15%
