ERROR_TYPE,COUNT,PERCENTAGE
"Network Error: HTTPSConnectionPool(host='www.standupamerica.io', port=443): Max retries exceeded with url: /NFT/json/24.json (Caused by ConnectTimeoutError(<HTTPSConnection(host='www.standupamerica.io', port=443) at 0x7efc3844bb10>, 'Connection to www.standupamerica.io timed out. (connect timeout=15)'))",1,0.04%
"Network Error: HTTPSConnectionPool(host='nft.9mm.pro', port=443): Max retries exceeded with url: /v3/bsc/1 (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='nft.9mm.pro', port=443): Read timed out. (read timeout=15)""))",1,0.04%
Network Error: 404 Client Error: Not Found for url: https://slonkape-images-all.vercel.app/images/,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://api.dego.finance/bsccommon/gego-token-v2/,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBRACA/1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/AXOLOTLS/1,1,0.04%
"On-Chain Parse Error: <string>:1 Unexpected ""g"" at column 139",1,0.04%
Network Error: 404 Client Error: Not Found for url: https://growxly.com/img2/GLX_metadata.json,1,0.04%
Network Error: 500 Server Error: Internal Server Error for url: https://api-kc-api-metadata.uc.r.appspot.com/?tokenId=1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://nft-api.vdax.vn/api/v1/api/v1/external-cert-metadata/928,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://growxly.com/img2/REVO_metadata.json,1,0.04%
"Network Error: HTTPSConnectionPool(host='gateway.genfty.com', port=443): Max retries exceeded with url: /ipfs/bafybeiaxpafurbl6d6o6q4g7i5zi2tuc4jm4admeihvzymycrtw5gu5cq4/ (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1081)')))",1,0.04%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBGAMEFIPROTOCOL/1,1,0.04%
Network Error: 525 Server Error: <none> for url: https://api.agartana.com/api/meta/1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://api.liquidnfts.finance/collection/eternals-the-bloodline-of-titans/metadata.json,1,0.04%
"Network Error: HTTPSConnectionPool(host='gateway.ipfs.io', port=443): Max retries exceeded with url: /ipfs/QmY1z5RH6SWDdL5ASRcbP4onfdzA2FssYXHEZfWUjAnHMh/ (Caused by NewConnectionError(""HTTPSConnection(host='gateway.ipfs.io', port=443): Failed to establish a new connection: [Errno 111] Connection refused""))",1,0.04%
Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/e5d8bef311d80003282ef9f66df096f1,1,0.04%
Network Error: 403 Client Error: Forbidden for url: https://beaniworld.com/api/metadata/1.json,1,0.04%
Network Error: 400 Client Error: Bad Request for url: https://aqua-competent-scallop-781.mypinata.cloud/ipfs/bafkreiarprrzv4o6e74zzlbwzxarsjgfur3xnszusfx7luk2u4qorbb6wa1,1,0.04%
Network Error: 400 Client Error: Bad Request for url: https://aqua-competent-scallop-781.mypinata.cloud/ipfs/bafkreif2v3wyyuad2d2tysiu2wi2jqmcitbjfdsvioagbfwddsbbm5enie1,1,0.04%
Network Error: 400 Client Error: Bad Request for url: https://aqua-competent-scallop-781.mypinata.cloud/ipfs/bafkreicgywnixigwq5ejgqejj2sqpszuijdsio3digo5ze33k5o47nbmma1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBMELOS/1,1,0.04%
"Network Error: HTTPConnectionPool(host='metadata.fishnft.xyz', port=80): Max retries exceeded with url: /koi/nft/KOIEarlySupporterNFT/contract (Caused by ConnectTimeoutError(<HTTPConnection(host='metadata.fishnft.xyz', port=80) at 0x7efc38577650>, 'Connection to metadata.fishnft.xyz timed out. (connect timeout=15)'))",1,0.04%
Network Error: 404 Client Error: Not Found for url: https://nft.spfmeta.cc/api/api/nft/1,1,0.04%
"On-Chain Parse Error: <string>:1 Unexpected ""d"" at column 27",1,0.04%
Network Error: 404 Client Error: Not Found for url: https://beiyong.lightmark.love/logo.png1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://meta.test.io/1.json,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBSTARRYNIFT/1,1,0.04%
"On-Chain Parse Error: <string>:1 Unexpected ""e"" at column 209",1,0.04%
Network Error: 404 Client Error: Not Found for url: https://dreamfinance.s3.ap-northeast-1.amazonaws.com/mdf/metadatas/0,1,0.04%
Network Error: 400 Client Error: Bad Request for url: https://aqua-competent-scallop-781.mypinata.cloud/ipfs/bafkreid3c5mxsgvpyyy7cj4v357mqpbqld3ffjdwg2rmvi4onbteze6sbu1,1,0.04%
"Network Error: HTTPSConnectionPool(host='storageapi.fleek.co', port=443): Max retries exceeded with url: /4e76b4d6-2eaa-4096-8bcf-95ba2cbc007e-bucket/ (Caused by NewConnectionError(""HTTPSConnection(host='storageapi.fleek.co', port=443): Failed to establish a new connection: [Errno 111] Connection refused""))",1,0.04%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/AIMETAFI/1,1,0.04%
Network Error: 400 Client Error: Bad Request for url: https://aqua-competent-scallop-781.mypinata.cloud/ipfs/bafkreibk3bc6ysrf5d2khamfmznwzoazd5fhmsqb4cuyux3j7bebpkq3em1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://mist.game/data/nfts/ranger.json,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://mist.game/data/nfts/viridis.json,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://mist.game/data/nfts/fest/santa2021.json,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/4e902669818594ed2cb745fc932f9fd4,1,0.04%
Network Error: 403 Client Error: Forbidden for url: https://cinefi-nft-metadat-test.s3.us-east-2.amazonaws.com/mainnet/contract.json,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://monstercrypt.github.io/api/metadata/0000000000000000000000000000000000000000000000000000000000000001.json,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/d143a027007ab716b4d3c37dbdc6c66d,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BLCKLST/1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBBT3/1,1,0.04%
Network Error: 401 Client Error: Unauthorized for url: https://apiarys.ai/api/device/metadata/4/CLAW-6E715C5D.json,1,0.04%
Network Error: 403 Client Error: Forbidden for url: https://file.coin98.com/collection/dm/56/1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://api.liquidnfts.finance/collection/exploring-space/metadata.json,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/0642e63e13efa4f27e7fa3d6b6e61cf3,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBLUNARBOX/1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://cdn.alchemyfinance.vip/level2/1.jpg,1,0.04%
Network Error: 521 Server Error: <none> for url: https://ipfs.loncher.fun/ipfs/QmbuBR2NRyVUGZNFLocm69917CQHGWY5n4qJZVnKJEJdfm/644.json,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBXWG7/1,1,0.04%
Network Error: 403 Client Error: Forbidden for url: https://dominoes-images-production.s3.amazonaws.com/,1,0.04%
"Network Error: HTTPSConnectionPool(host='api-marketplace.metarun.game', port=443): Max retries exceeded with url: /metadata/56/0000000000000000000000000000000000000000000000000000000000000001.json (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='api-marketplace.metarun.game', port=443): Read timed out. (read timeout=15)""))",1,0.04%
Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/efe213d44e2bc0f7a924079862d6e273,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://nft.lingape.com/1/contract.json,1,0.04%
"Network Error: HTTPSConnectionPool(host='api.avengersnft.com', port=443): Max retries exceeded with url: /api/v1/nft/anft/metadata/ (Caused by ConnectTimeoutError(<HTTPSConnection(host='api.avengersnft.com', port=443) at 0x7efc3844b890>, 'Connection to api.avengersnft.com timed out. (connect timeout=15)'))",1,0.04%
Network Error: 404 Client Error: Not Found for url: https://nft.lingape.com/json/contractURI.json,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/MYCITYXYZ/1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/09bcdb60f9004d79c881719531b772b8,1,0.04%
"Network Error: HTTPSConnectionPool(host='nft.cnft.one', port=7777): Max retries exceeded with url: /contract/0x72bd3f81b3cd654fc425b8dd503adbbf95b5dfd2 (Caused by NewConnectionError(""HTTPSConnection(host='nft.cnft.one', port=7777): Failed to establish a new connection: [Errno 111] Connection refused""))",1,0.04%
Network Error: 403 Client Error: Forbidden for url: https://biswap.org/back/nft/metadata/1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BFIVEYEARP/1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://api.lulumart.app/series/10871215192/token/,1,0.04%
Network Error: 500 Server Error: Internal Server Error for url: https://nft.api.mousehaunt.com/public/mice/1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://nft.lingape.com/json/2.json,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/dc040b20cf9b30e31b4a1ae040805da4,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/ForeverToTheMoon/1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBTMAC/1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBORLINSKI/1,1,0.04%
Invalid URI format: unfilled template literal,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://klaythreekingdomsland.s3.ap-northeast-2.amazonaws.com/metadata/1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBZOO/1,1,0.04%
"Network Error: HTTPSConnectionPool(host='readon-api.readon.me', port=443): Max retries exceeded with url: /v1/ctt/204768/562 (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='readon-api.readon.me', port=443): Read timed out. (read timeout=15)""))",1,0.04%
Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/984dcda7f000c717a8b293ee380946ee,1,0.04%
Network Error: 451 Client Error: Unavailable For Legal Reasons for url: https://static.whaledao.app/nft/badge/icon.png,1,0.04%
Network Error: 503 Server Error: Service Temporarily Unavailable for url: https://api.athenadexfi.io/event/getTicketNFTMeta/1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBNIP/1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBTOURNAMENT/1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/EAP/1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/3c66fe9038fa366117acde2c31880eb7,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBXWG10/1,1,0.04%
Network Error: 526 Server Error: <none> for url: https://nft.omet.io/metadata/1.json,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://xstockssurpport.github.io/BxautBsc/nft-metadata/1.json,1,0.04%
Network Error: 502 Server Error: Bad Gateway for url: https://nftbomb.org/metadata/rare_ki/0000000000000000000000000000000000000000000000000000000000000001.json,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://nft.51shenma.com/api/v1/nft/metadata/56/0xd303d28749554cb5acd6fb2a132695795f2b77a3/1,1,0.04%
Network Error: 503 Server Error: Service Unavailable for url: https://api.dracoomaster.com/platform/nft/profile/,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBMONSTERSCLAN/1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/0da1a52be4ed326e7cae98104e6468a5,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/CRAZYDUCKS/1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/QFATHER/1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/MMNNCC/1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMB1INCH/1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://beta.flock.io/api/bnbNFT/scroll?id=1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://remarkable-endurance-production-4509.up.railway.app/api/metadata/1.json,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBBURO/1,1,0.04%
"Network Error: HTTPSConnectionPool(host='metadata.bearfai.xyz', port=443): Max retries exceeded with url: /metadata/0_0_0_0_0_0.json (Caused by ProtocolError('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')))",1,0.04%
Network Error: 404 Client Error: Not Found for url: https://apigateway.bithotel.io/metadata/QmbquYwt1oQX2fh7kfkLFGPYzDEXGrpjPszFJNk73Lqb2n,1,0.04%
"Network Error: HTTPSConnectionPool(host='ipfs.io', port=443): Max retries exceeded with url: /ipfs/QmRSUTegbipfLnwGrZjzTdP2CPKvppD72N2vLN8QTiaz5v (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='ipfs.io', port=443): Read timed out. (read timeout=15)""))",1,0.04%
"Network Error: HTTPSConnectionPool(host='ipfs.io', port=443): Max retries exceeded with url: /ipfs/QmWzwWm3dKgPxfY5n14LoWL5TTdf7MtrcMbQWjboMn9CdS (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='ipfs.io', port=443): Read timed out. (read timeout=15)""))",1,0.04%
"Network Error: HTTPSConnectionPool(host='ipfs.io', port=443): Max retries exceeded with url: /ipfs/QmVZazN7iffFsCdpfmLiTZKLcxFDkdnfwfxFrMuiQK6wEq (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='ipfs.io', port=443): Read timed out. (read timeout=15)""))",1,0.04%
"Network Error: HTTPSConnectionPool(host='ipfs.io', port=443): Max retries exceeded with url: /ipfs/QmPLoQrWWUA7xsSUSCUpdTmTmApUUFxSgHdyweCspxK5Qr (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='ipfs.io', port=443): Read timed out. (read timeout=15)""))",1,0.04%
"Contract/Parse Error: <string>:1 Unexpected ""<"" at column 1",1,0.04%
Network Error: 404 Client Error: The specified blob does not exist. for url: https://blackpassmetadatapro.blob.core.windows.net/anbnb/json1.json,1,0.04%
Network Error: 403 Client Error: Forbidden for url: https://combonetwork.io/api/nft/info/56/1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://api-zone2.heroestd.com/bounty/bronze/,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/8c2bced00d77328c073621b387fe0a8e,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/b665f8aa5c944d22b38345997cd9acf3,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/aab1b4661e7499d3f069eca2d05fda3a,1,0.04%
Network Error: 503 Server Error: Service Temporarily Unavailable for url: https://gnfd-testnet-sp-2.bnbchain.org/view/greenfield/metadata.json,1,0.04%
Network Error: 530 Server Error: <none> for url: https://api.secondlive.world/api/v1/erc721/metadata/v2/avatar/bsc/1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://testadmin.alchemyfinance.vip/1.jpg,1,0.04%
Network Error: 403 Client Error: Forbidden for url: https://bronze-legislative-lark-97.mypinata.cloud/ipfs/bafkreianjtdor64nvz7y3ked3nx4taihb7kxvrlzhcirrvepjpetqxwxoy,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://dapp.sfos.io/api/dapp/wallet/NFT?type=0&tokenId=1,1,0.04%
"Network Error: HTTPSConnectionPool(host='coinmax.ai', port=443): Max retries exceeded with url: /nft/max.json (Caused by ProtocolError('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')))",1,0.04%
Network Error: 503 Server Error: Service Temporarily Unavailable for url: https://api.athenadexfi.io/project/getNFTMeta/1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://cryptohub-api.claude-model.com/uploads/nft/1775527158374_n822rvx5f8b.json,1,0.04%
Network Error: 403 Client Error: Forbidden for url: https://hexanft.live/metadata/,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBALPINEPB/1,1,0.04%
Network Error: 530 Server Error: <none> for url: https://www.multiverse.so/m/api/search_bep_721?token_id=,1,0.04%
Network Error: 403 Client Error: Forbidden for url: https://nexcoin.top/nft/,1,0.04%
"Network Error: HTTPSConnectionPool(host='app.api.30sec.net', port=443): Max retries exceeded with url: /v1/finance/Nft/The20thCenturyChairEnthusiast/1 (Caused by NewConnectionError(""HTTPSConnection(host='app.api.30sec.net', port=443): Failed to establish a new connection: [Errno 111] Connection refused""))",1,0.04%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/OMGZPL/1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://www.blockair.io/metadata/souvenirs/0000000000000000000000000000000000000000000000000000000000000001.json,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://www.creoplay.app/nft/2/1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BAVOVNJA/1,1,0.04%
"On-Chain Parse Error: <string>:1 Unexpected ""e"" at column 247",1,0.04%
Network Error: 404 Client Error: Not Found for url: https://api.rebate.fun/api/sbt/metadata/0x25fe0817aA4C8D65978bBb78C84c5c8d347A57dc/1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/EB/1,1,0.04%
Network Error: 400 Client Error: Bad Request for url: https://assets.deepspace.game/ships/,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://api.rebate.fun/api/sbt/metadata/0x5bf23dD0E8e3f089A4bE8873929BbadCC8C4E2d0/1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://api.rebate.fun/api/sbt/metadata/0x3CF15Bb8dcad0DBcEf5b942e26Ee3a1E43629cF1/1,1,0.04%
Network Error: 403 Client Error: Forbidden for url: https://nfbox.site/,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/CYBERWOLFS/1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/MANGMI/1,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://api.rebate.center/api/sbt/metadata/0x44E836cD43B006e5B4159B15dA5993E9705D09f5/0,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://api.rebate.center/api/sbt/metadata/0x58011E5B0e41F9D7178e5a1198f12467C7410971,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://api.rebate.center/api/sbt/metadata/0x8CAE6405853161623a42cbdf5982F0E9365B1AB2,1,0.04%
Network Error: 404 Client Error: Not Found for url: https://api.rebate.center/api/sbt/metadata/0xF1022928B9F27Efad6ef7E2664eDf35105B4e30B,1,0.04%
Network Error: 403 Client Error: Forbidden for url: https://tight-mountain-6675.on.fleek.co/,1,0.04%
