uri,error,response_status,content_type,is_ipfs_url,metadata,metadata_error,response_time,raw_json
ipfs://bafybeihaet4iwdnvmlwuno42whkcibq2vb7psbiu3hupcldjcyzs3vuphi,,200,text/html,True,,Not valid JSON or decoding failed,0.2051687240600586,
https://oss.aimallx.app/nft/0/contract.json,timeout_or_conn_err: Cannot connect to host oss.aimallx.app:443 ssl:default [Name or service not known],,,False,,,,
https://oss.aimallx.app/nft/0/contract.json,timeout_or_conn_err: Cannot connect to host oss.aimallx.app:443 ssl:default [Name or service not known],,,False,,,,
https://oss.aimallx.app/nft/0/contract.json,timeout_or_conn_err: Cannot connect to host oss.aimallx.app:443 ssl:default [Name or service not known],,,False,,,,
http://oss.aimallx.app/nft/0/contract.json,timeout_or_conn_err: Cannot connect to host oss.aimallx.app:80 ssl:default [Name or service not known],,,False,,,,
ipfs://1,,400,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,0.09067249298095703,
ipfs://bafkreicgywnixigwq5ejgqejj2sqpszuijdsio3digo5ze33k5o47nbmma1,,400,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,0.09243941307067871,
https://api.nexiorwa.com/nftJson/0xFC9b85eC1De9F7987008a7c12565C644bdF721fd/1,timeout_or_conn_err: Cannot connect to host api.nexiorwa.com:443 ssl:default [Name or service not known],,,False,,,,
https://metadata.changeswap.io/nft/CsgSigma/profiles/1,timeout_or_conn_err: Cannot connect to host metadata.changeswap.io:443 ssl:default [Name or service not known],,,False,,,,
https://example.com/api/token/https://example.com/api/token/,,404,text/html,False,,Not valid JSON or decoding failed,0.24744844436645508,
ipfs://flapstone/5/1.json,,400,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,0.08625102043151855,
ipfs://CID_CHARANGOS_RECUERDOS,,400,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,0.0855553150177002,
https://ipfs.io/ipfs/QmY2rjCdJx1CMMdsdpG3Ve29ocg9yPV6Dik2j4gsKdserP/,,200,text/html,True,,Not valid JSON or decoding failed,2.661855936050415,
https://ipfs.featured.market/ipfs/QmUW7FtWKYN6y1o9Rte3acE1qXDvYuSiyZZPViHyj3LkAr,,200,application/json,True,True,,0.04984760284423828,"{""name"": ""NinjaHead #1"", ""description"": ""1 of 50"", ""image"": ""https://ipfs.featured.market/ipfs/QmVY3HhiE8AcH4To93o7pfGjT3Y8B3pHPD2Ze38HJ76HVo"", ""external_url"": null, ""attributes"": {""thumbnail_url"": ""https://ipfs.featured.market/ipfs/Qmc5bKq482hV8q1xAkqmWeRF79gW8dtbVow7GWzHmpetmJ"", ""content_type"": ""image/png""}}"
https://ipfs.io/ipfs/bafkreibmfksg3omuga2yb6plcuivkrk35itjv5i5ozrqrqj3gxo24yljxy,,504,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,30.033648252487183,
ipfs://,,400,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,0.04211831092834473,
https://ipfs.io/ipfs/QmVKi1kianufR5DUCZFMprBPuWzW48iNqCvdhJuARfx6K6,,504,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,30.03347897529602,
https://ghlenvxgqyjytgfpzuuh.supabase.co/storage/v1/object/public/trump//stkvip.json,timeout_or_conn_err: Cannot connect to host ghlenvxgqyjytgfpzuuh.supabase.co:443 ssl:default [Name or service not known],,,False,,,,
http://localhost/projects/moremoney/1777505034.json,"timeout_or_conn_err: Cannot connect to host localhost:80 ssl:default [Multiple exceptions: [Errno 111] Connect call failed ('::1', 80, 0, 0), [Errno 111] Connect call failed ('127.0.0.1', 80)]",,,False,,,,
https://metadata.vcgamers.com/nft/0x7c4590f72d1e154fc60c2b62e5d52e43d760f8be/,timeout_or_conn_err: Cannot connect to host metadata.vcgamers.com:443 ssl:default [No address associated with hostname],,,False,,,,
ipfs://bafybeihaet4iwdnvmlwuno42whkcibq2vb7psbiu3hupcldjcyzs3vuphi,,200,text/html,True,,Not valid JSON or decoding failed,0.21309757232666016,
ipfs://shadow-v2-not-final/,,400,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,0.06775140762329102,
https://oss.aimallx.app/nft/1/contract.json,timeout_or_conn_err: Cannot connect to host oss.aimallx.app:443 ssl:default [Name or service not known],,,False,,,,
https://oss.aimallx.app/nft/2/contract.json,timeout_or_conn_err: Cannot connect to host oss.aimallx.app:443 ssl:default [Name or service not known],,,False,,,,
https://oss.aimallx.app/nft/3/contract.json,timeout_or_conn_err: Cannot connect to host oss.aimallx.app:443 ssl:default [Name or service not known],,,False,,,,
https://nft-api.inceptiongame.fun/dogeStatues/1,timeout_or_conn_err: Cannot connect to host nft-api.inceptiongame.fun:443 ssl:default [Name or service not known],,,False,,,,
https://api.example.com/fair-metadata/1.json,timeout_or_conn_err: Cannot connect to host api.example.com:443 ssl:default [No address associated with hostname],,,False,,,,
https://ipfs.io/ipfs/bafkreibmfksg3omuga2yb6plcuivkrk35itjv5i5ozrqrqj3gxo24yljxy,,504,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,30.047818660736084,
https://example.com/metadata/1777304917559.json,,404,text/html,False,,Not valid JSON or decoding failed,0.17286181449890137,
https://example.com/metadata/1777303928425.json,,404,text/html,False,,Not valid JSON or decoding failed,0.16772747039794922,
https://hero-api.defina.finance/cards/1001,timeout_or_conn_err: Cannot connect to host hero-api.defina.finance:443 ssl:default [Name or service not known],,,False,,,,
https://api.dingdong.game/nft/metadata/1,timeout_or_conn_err: Cannot connect to host api.dingdong.game:443 ssl:default [Name or service not known],,,False,,,,
https://api.dingdong.game/nft/metadata/1,timeout_or_conn_err: Cannot connect to host api.dingdong.game:443 ssl:default [Name or service not known],,,False,,,,
https://api.dingdong.game/nft/metadata/1,timeout_or_conn_err: Cannot connect to host api.dingdong.game:443 ssl:default [Name or service not known],,,False,,,,
https://api.dingdong.game/nft/metadata/1,timeout_or_conn_err: Cannot connect to host api.dingdong.game:443 ssl:default [Name or service not known],,,False,,,,
https://api.dingdong.game/nft/metadata/1,timeout_or_conn_err: Cannot connect to host api.dingdong.game:443 ssl:default [Name or service not known],,,False,,,,
https://api.dingdong.game/nft/metadata/1,timeout_or_conn_err: Cannot connect to host api.dingdong.game:443 ssl:default [Name or service not known],,,False,,,,
ipfs://ipfs/QmZLBkKr8o4RM5Skhy8mUkNh8HgmxSzV1kagJapz9Umrpy/metadata.json,,504,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,30.10408306121826,
ipfs://ipfs/Qmf4QkawjeVzehbB67GxuiGHzLBKPR1nS2pHXsnkrKNXrW/metadata.json,,504,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,30.09339714050293,
ipfs://CID_CHARANGOS_RECUERDOS,,400,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,0.0787971019744873,
https://ipfs.io/ipfs/bafkreibmfksg3omuga2yb6plcuivkrk35itjv5i5ozrqrqj3gxo24yljxy,,504,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,30.042513608932495,
https://ipfs.io/ipfs/bafkreibmfksg3omuga2yb6plcuivkrk35itjv5i5ozrqrqj3gxo24yljxy,,504,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,30.039976119995117,
https://oss.aimallx.app/nft/3/contract.json,timeout_or_conn_err: Cannot connect to host oss.aimallx.app:443 ssl:default [Name or service not known],,,False,,,,
https://oss.aimallx.app/nft/2/contract.json,timeout_or_conn_err: Cannot connect to host oss.aimallx.app:443 ssl:default [Name or service not known],,,False,,,,
https://oss.aimallx.app/nft/1/contract.json,timeout_or_conn_err: Cannot connect to host oss.aimallx.app:443 ssl:default [Name or service not known],,,False,,,,
ipfs://vaultstone/0/1.json,,400,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,0.07424044609069824,
ipfs://bafybeihaet4iwdnvmlwuno42whkcibq2vb7psbiu3hupcldjcyzs3vuphi,,200,text/html,True,,Not valid JSON or decoding failed,0.24553465843200684,
ipfs://QmY8aD9RHZZcwp4q4j3oCffewiBfuEGchKEpbVxBKBmAMd,,200,text/html,True,,Not valid JSON or decoding failed,0.12292170524597168,
https://ipfs.io/ipfs/bafkreicr5vgcpc4heqyck5fpkpbzdqaydx75wsi5ohwk3a7uuu4d5dldju,,504,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,30.041051387786865,
https://ipfs.io/ipfs/bafkreibmfksg3omuga2yb6plcuivkrk35itjv5i5ozrqrqj3gxo24yljxy,,504,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,30.026994228363037,
https://gateway.irys.xyz/J1UHpSfVo1NfxaFYFp2PPkoZSiQkECyxpRpZvBGxKVeA,timeout_or_conn_err: Cannot connect to host gateway.irys.xyz:443 ssl:default [Temporary failure in name resolution],,,False,,,,
https://data-platform.muaverse.build/public_api/boarding_card/item/0000000000000000000000000000000000000000000000000000000000000001.json,timeout_or_conn_err: Cannot connect to host data-platform.muaverse.build:443 ssl:default [Name or service not known],,,False,,,,
https://ipfs.io/ipfs/QmSfCEuh7HRt65yXftu54UEJHuM7PmEy5HRDtbvQZBqk2L,,200,image/jpeg,True,,Not valid JSON or decoding failed,0.03316473960876465,
https://ipfs.io/ipfs/QmfZWVXaDWFEtgsMRWGGJ7gFU6enjVuHTBWmmhvf6swUcz,,504,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,30.13543176651001,
https://nftstorage.link/ipfs/bafybeia6nrlz74ulpwbe5su5jsxukfkp2rjqueic2h52gb4ib4a63h6biq/,,200,text/html,True,,Not valid JSON or decoding failed,0.17954111099243164,
https://aegis-protocol.io/agent/alpha,timeout_or_conn_err: Cannot connect to host aegis-protocol.io:443 ssl:default [Name or service not known],,,False,,,,
https://ipfs.featured.market/ipfs/QmP9pHLkQMmGpnp6dHiq7QnFmWHbodo7DgRJyxCYoRBuBh,,200,application/json,True,True,,0.1401667594909668,"{""name"": ""Gold CRYFT Thank You Card 1"", ""description"": ""Thank You for joining the CRYFT Family! This reward and gift has been sent to you out of pure gratitude. DO NOT lose or trade this NFT. You will forfeit  Gold Status, Privileges and Rewards!\\nS/N: 0c0r0y0f1t"", ""image"": ""https://ipfs.featured.market/ipfs/QmNnZoM9VjGEMirRdHAdt2ikqiKc8Rm8X32J8Rjxq7iEdw"", ""external_url"": ""https://cryft.app"", ""attributes"": {""thumbnail_url"": ""https://ipfs.featured.market/ipfs/QmXYM8oJU2jGQqHwSFSMb3Xguoy63gHUVh2Wk24B5T9oVH"", ""content_type"": ""image/png""}}"
https://ipfs.io/ipfs/bafkreibmfksg3omuga2yb6plcuivkrk35itjv5i5ozrqrqj3gxo24yljxy,,504,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,30.11559271812439,
https://nft.nemogem.com/1,timeout_or_conn_err: Cannot connect to host nft.nemogem.com:443 ssl:default [Name or service not known],,,False,,,,
https://metadata.mones.io/heroes/1,timeout_or_conn_err: Cannot connect to host metadata.mones.io:443 ssl:default [Name or service not known],,,False,,,,
https://api.invaderz.io/api/1,timeout_or_conn_err: Cannot connect to host api.invaderz.io:443 ssl:default [Name or service not known],,,False,,,,
https://api.fishyfrenzbsc.com/api/1,timeout_or_conn_err: Cannot connect to host api.fishyfrenzbsc.com:443 ssl:default [Name or service not known],,,False,,,,
https://ipfs.io/ipfs/bafkreicr5vgcpc4heqyck5fpkpbzdqaydx75wsi5ohwk3a7uuu4d5dldju,,504,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,30.070741176605225,
ipfs://bafybeialrl2zxu2eqgnzp5igawew76hy5pzhpccs3meh3m26mrubdqxlv4,,200,text/html,True,,Not valid JSON or decoding failed,0.6104855537414551,
ipfs://QmY8aD9RHZZcwp4q4j3oCffewiBfuEGchKEpbVxBKBmAMd,,200,text/html,True,,Not valid JSON or decoding failed,0.12104320526123047,
http://localhost:3000/mock-ipfs/1-contract-b9e1ee17bff516fe022f51d5-6cf2e528-6e3f-4197-94f3-881731722a70.json,,400,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,0.07239079475402832,
https://app.heroverse.io/api/hero-metadata/1,timeout_or_conn_err: Cannot connect to host app.heroverse.io:443 ssl:default [Name or service not known],,,False,,,,
https://ipfs.featured.market/ipfs/QmTpxkZdijEEJyHBFSfJaVGER5d39PPWYdYnz6zcU7ErkB,,200,application/json,True,True,,0.053296804428100586,"{""name"": ""Binance 4th Anniversary: CAREFUL WHAT YOU WISH FOR"", ""description"": ""Sometimes, our wishes come true and turn out even better than we'd hoped. Jupiter shines brightly with the 4th Anniversary message."", ""image"": ""https://ipfs.featured.market/ipfs/QmZUyAQEfnFzvF6KwydWGjsrBKZbXXoeJYReLn3YGRPUBn"", ""external_url"": ""https://binance.com"", ""attributes"": {""thumbnail_url"": null, ""content_type"": ""image/gif""}}"
ipfs://todo/1,,400,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,0.04718303680419922,
https://ipfs.io/ipfs/QmaUeEdBMvP6ALCzKmKNHaD8kDCNjtG2vb2HnvtgKqyxmW,,200,image/jpeg,True,,Not valid JSON or decoding failed,0.07693862915039062,
https://agora.example/metadata/0000000000000000000000000000000000000000000000000000000000000001.json,timeout_or_conn_err: Cannot connect to host agora.example:443 ssl:default [Name or service not known],,,False,,,,
ipfs://puzzle/,,400,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,0.03388643264770508,
https://dayofrights.org/api/card/json/,timeout_or_conn_err: Cannot connect to host dayofrights.org:443 ssl:default [Name or service not known],,,False,,,,
https://api.nexora.io/metadata/legacy/architect/,timeout_or_conn_err: Cannot connect to host api.nexora.io:443 ssl:default [Name or service not known],,,False,,,,
https://gateway.pinata.cloud/ipfs/bafybeighb6ej4mnac224niephsxjovxslmpkpwvzhhvn2msxsdvadlsxaa,,200,image/png,True,,Not valid JSON or decoding failed,0.09422683715820312,
https://api.nexora.io/metadata/legacy/sentinel/,timeout_or_conn_err: Cannot connect to host api.nexora.io:443 ssl:default [Name or service not known],,,False,,,,
ipfs://QmTestNFT2,,400,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,0.06266903877258301,
https://apimarket.mogwar.com/monster/,timeout_or_conn_err: Cannot connect to host apimarket.mogwar.com:443 ssl:default [Name or service not known],,,False,,,,
https://api.nexora.io/metadata/legacy/ember/,timeout_or_conn_err: Cannot connect to host api.nexora.io:443 ssl:default [Name or service not known],,,False,,,,
https://skinny.lat/metadata/1.json,timeout_or_conn_err: Cannot connect to host skinny.lat:443 ssl:default [Name or service not known],,,False,,,,
ipfs://puzzle/season-1/,,400,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,0.04491758346557617,
ipfs://puzzle/season-1/,,400,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,0.041582584381103516,
ipfs://,,400,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,0.019588708877563477,
https://gateway.pinata.cloud/ipfs/QmQRJo9aYXzk8m4yezpdH8yaWtYJ1oasDr4VcYGTNH1mKv/1.json,,504,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,30.028706312179565,
https://gateway.pinata.cloud/ipfs/QmWtA2meTJEKKRb4wZcTLwPNTqF5eYRqrgEL73XtXrRXbP/1,,404,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,0.11458373069763184,
https://s3-nswap-base.nswap.com/metadata/leggi/0,timeout_or_conn_err: Cannot connect to host s3-nswap-base.nswap.com:443 ssl:default [Temporary failure in name resolution],,,False,,,,
https://api.adventepoch.com/roles/1.json,timeout_or_conn_err: Cannot connect to host api.adventepoch.com:443 ssl:default [Name or service not known],,,False,,,,
https://example.com/metadata/1,,404,text/html,False,,Not valid JSON or decoding failed,0.18830060958862305,
https://example.com/metadata/1,,404,text/html,False,,Not valid JSON or decoding failed,0.0736246109008789,
https://example.com/metadata/1,,404,text/html,False,,Not valid JSON or decoding failed,0.09485101699829102,
https://gateway.pinata.cloud/ipfs/bafybeifbud2kw64qxwue6ojhhnle7jnusku3bqk5g7sz4qpxg5agwxhuri,,200,image/png,True,,Not valid JSON or decoding failed,0.08005595207214355,
ipfs://QmTestNFT2,,400,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,0.09267926216125488,
https://beta-api.mar3.ai/api/metadata/1,timeout_or_conn_err: Cannot connect to host beta-api.mar3.ai:443 ssl:default [Temporary failure in name resolution],,,False,,,,
http://127.0.0.1:5173/nft-metadata/1.json,"timeout_or_conn_err: Cannot connect to host 127.0.0.1:5173 ssl:default [Connect call failed ('127.0.0.1', 5173)]",,,False,,,,
ipfs://QmTest123,,400,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,0.09205889701843262,
http://127.0.0.1:5173/nft-metadata/1.json,"timeout_or_conn_err: Cannot connect to host 127.0.0.1:5173 ssl:default [Connect call failed ('127.0.0.1', 5173)]",,,False,,,,
ipfs://QmTest123,,400,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,0.0760946273803711,
ipfs://QmTest123,,400,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,0.06517362594604492,
https://example.com/1.json,,404,text/html,False,,Not valid JSON or decoding failed,0.17260503768920898,
https://example.com/api/item/0000000000000000000000000000000000000000000000000000000000000001.json,,404,text/html,False,,Not valid JSON or decoding failed,0.1707756519317627,
https://ipfs.io/ipfs/QmS2fq2mTh3EZ9Cq3gKcgRm3TebkoY7pgAstbjghVTP7Mn,,504,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,30.021591424942017,
https://ipfs.io/ipfs/bafkreicr5vgcpc4heqyck5fpkpbzdqaydx75wsi5ohwk3a7uuu4d5dldju,,504,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,30.023289680480957,
ipfs://test/,,400,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,0.04355454444885254,
https://apinft.bunnygirlnft.com/metadata/genesis/1,timeout_or_conn_err: Cannot connect to host apinft.bunnygirlnft.com:443 ssl:default [Name or service not known],,,False,,,,
https://reiki.web3go.xyz/aibot-nft-metadata?id=1&,timeout_or_conn_err: Cannot connect to host reiki.web3go.xyz:443 ssl:default [Name or service not known],,,False,,,,
https://api.talesofragnarok.io/v1/meta/avatar/,timeout_or_conn_err: Cannot connect to host api.talesofragnarok.io:443 ssl:default [Name or service not known],,,False,,,,
https://pandababy.link/metadata/1,timeout_or_conn_err: Cannot connect to host pandababy.link:443 ssl:default [Name or service not known],,,False,,,,
https://d5edbn09fjrkm.cloudfront.net/1,timeout_or_conn_err: Cannot connect to host d5edbn09fjrkm.cloudfront.net:443 ssl:default [No address associated with hostname],,,False,,,,
https://metadata.apemove.io/0x0F895e307b250d9D2a4b6D448EE0C02764902189/token/,timeout_or_conn_err: Cannot connect to host metadata.apemove.io:443 ssl:default [Name or service not known],,,False,,,,
https://getmint.io/api/nft/hyperlane/1/metadata,timeout_or_conn_err: Cannot connect to host getmint.io:443 ssl:default [No address associated with hostname],,,False,,,,
https://CryptoUltraman.com,timeout_or_conn_err: Cannot connect to host cryptoultraman.com:443 ssl:default [Name or service not known],,,False,,,,
https://resource.gamefox.io/logo/meta-nft-classic.png,timeout_or_conn_err: Cannot connect to host resource.gamefox.io:443 ssl:default [Name or service not known],,,False,,,,
https://beta-api.mar3.ai/api/metadata/mar3Image/1,timeout_or_conn_err: Cannot connect to host beta-api.mar3.ai:443 ssl:default [Temporary failure in name resolution],,,False,,,,
https://hryct7akg3.execute-api.us-east-1.amazonaws.com/championship-pass/,timeout_or_conn_err: Cannot connect to host hryct7akg3.execute-api.us-east-1.amazonaws.com:443 ssl:default [Name or service not known],,,False,,,,
ipfs://Qmbk9ZdNvKBty4tbtGPRKsC3wUaCfuqn9hA2Gph89vDWzx/,,200,text/html,True,,Not valid JSON or decoding failed,0.02340984344482422,
https://ipfs.io/ipfs/QmQiKkfNPuyyFGzdRrcGtbT5xxtEwhk1q7KdLymmqzMaS5/,,200,text/html,True,,Not valid JSON or decoding failed,0.02144908905029297,
https://metadata.doge6packs.com/,timeout_or_conn_err: Cannot connect to host metadata.doge6packs.com:443 ssl:default [Name or service not known],,,False,,,,
https://bafybeidmovy2n5volpir3yr5c7qnhr5inxhzles4qldlih2lqlesncf7dy.ipfs.nftstorage.link/1.json,timeout_or_conn_err: Cannot connect to host bafybeidmovy2n5volpir3yr5c7qnhr5inxhzles4qldlih2lqlesncf7dy.ipfs.nftstorage.link:443 ssl:default [Temporary failure in name resolution],,,False,,,,
https://app.boxring.io/json/,timeout_or_conn_err: Cannot connect to host app.boxring.io:443 ssl:default [Name or service not known],,,False,,,,
ipfs://QmWhGgd297ztCHFMUEWhdJxKFUYFZb42ASByQSTVBADnZC,,504,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,30.03404974937439,
https://metadata.pennywhale.io/mineowner/1,timeout_or_conn_err: Cannot connect to host metadata.pennywhale.io:443 ssl:default [Name or service not known],,,False,,,,
https://gateway.pinata.cloud/ipfs/bafybeih7yb4udvdj7hap745mjfc5twaa7jmynpwhym4hmoa4awk5d6rpeq/,,200,text/html,True,,Not valid JSON or decoding failed,5.980997562408447,
https://example.com/token/1,,404,text/html,False,,Not valid JSON or decoding failed,0.1100919246673584,
https://gateway.pinata.cloud/ipfs/bafybeifbud2kw64qxwue6ojhhnle7jnusku3bqk5g7sz4qpxg5agwxhuri,,200,image/png,True,,Not valid JSON or decoding failed,0.029040813446044922,
ipfs://QmX1xRTULR4NvHiJ2bXoFhsNq2tzxU2SQazDewArusB7id,,504,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,30.009514093399048,
https://nft.9cc1.io/dnd.json?t=1,timeout_or_conn_err: Cannot connect to host nft.9cc1.io:443 ssl:default [Name or service not known],,,False,,,,
https://api.cryptoblades.io/nfts/view/bnb/cb-shield/,timeout_or_conn_err: Cannot connect to host api.cryptoblades.io:443 ssl:default [Name or service not known],,,False,,,,
https://api.lulumart.xyz/series/10871215192/token/,timeout_or_conn_err: Cannot connect to host api.lulumart.xyz:443 ssl:default [Name or service not known],,,False,,,,
https://gateway.lighthouse.storage/ipfs/bafkreicowjen27rapmlogufkjfokccalqbzsbygnabkzts5mcxr62te7ke,,200,application/json,True,True,,0.044718027114868164,"{""name"": ""AiRword"", ""description"": ""AiRword"", ""image"": ""https://gateway.lighthouse.storage/ipfs/bafybeifmtmfjekrrskhlq2qitk4yahy73vncrdwp444xaiszcfd3byscfi"", ""attributes"": [{""trait_type"": ""Theme"", ""value"": ""Copper""}, {""trait_type"": ""Level"", ""value"": ""Copper""}]}"
https://api.triplec.example/metadata/1,timeout_or_conn_err: Cannot connect to host api.triplec.example:443 ssl:default [Name or service not known],,,False,,,,
ipfs://QmU3RnZtAKxr5RjZZhcJpv28PhEC5JV6URPV2au3nXo4sp/1.json,,404,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,0.05233025550842285,
